showtime,english_title,hebrew_title,english_href,hebrew_href,screening_type,screening_tech,original_language,dub_language,date_of_showing,release_year,release_date,directed_by,runtime,rating,screening_city,cinema,run_id
,בוקר תרבות בקולנוע - אהרון פררה,בוקר תרבות בקולנוע - אהרון פררה,,,,,,,,,2026-02-11,,45,,,Hot Cinema,220
,ערב אישי עם רוני שינקמן – הרצאה לוולנטיין,ערב אישי עם רוני שינקמן – הרצאה לוולנטיין,,,,,,,,,2026-02-12,,80,,,Hot Cinema,220
,Solo Mio,להתאהב ברומא,,,,,,,,2026,2026-02-12,,100,,,Hot Cinema,220
,ADDITION,לאהוב את גרייס,,,,,,,,2024,2026-02-12,,90,,,Hot Cinema,220
,Pretty Woman,אישה יפה,,,,,,,,1990,2026-02-12,,119,,,Hot Cinema,220
,Wuthering Heights,אנקת גבהים,,,,,,,,2026,2026-02-12,,136,,,Hot Cinema,220
,Follemente,השיגעון שלנו,,,,,,,,2025,2026-02-12,,97,,,Hot Cinema,220
,ננסי ברנדס ואוסנת שיר-וישינסקי -החיים זה לא שחור לבן,ננסי ברנדס ואוסנת שיר-וישינסקי -החיים זה לא שחור לבן,,,,,,,,,2026-02-12,,60,,,Hot Cinema,220
,סינמה אישי עם יניב קטן,סינמה אישי עם יניב קטן,,,,,,,,,2026-02-12,,,,,Hot Cinema,220
,Kill Bill: The Whole Bloody Affair,להרוג את ביל: סיפור הדמים המלא,,,,,,,,2025,2026-02-12,,275,,,Hot Cinema,220
,Burning Man,ברנינג מן,,,,,,,,2026,2026-02-12,,103,,,Hot Cinema,220
,Cold Storage,הדבר הזה,,,,,,,,2026,2026-02-12,,99,,,Hot Cinema,220
,Pillion,פיליון,,,,,,,,2026,2026-02-12,,107,,,Hot Cinema,220
,Marsupilami,מרסופילאמי,,,,,,,,,2026-02-12,,99,,,Hot Cinema,220
,O’ Romeo,רומיאו,,,,,,,,2026,2026-02-13,,165,,,Hot Cinema,220
,GOAT,להעז בגדול,,,,,,,,2026,2026-02-14,,100,,,Hot Cinema,220
,Holla Chao,הולה צ'או,,,,,,,,2025,2026-02-17,,85,,,Hot Cinema,220
,סינדי צ'אדי - סינמה אישי,סינדי צ'אדי - סינמה אישי,,,,,,,,,2026-02-18,,,,,Hot Cinema,220
,עדי אברהמי - תגבירי את האור שבך - מופע פסנתר אקוסטי,עדי אברהמי - תגבירי את האור שבך - מופע פסנתר אקוסטי,,,,,,,,,2026-02-19,,45,,,Hot Cinema,220
,Crime 101,פשע 101,,,,,,,,2026,2026-02-19,,135,,,Hot Cinema,220
,"Good Luck, Have Fun, Don't Die","בהצלחה, תהנו, אל תמותו",,,,,,,,2025,2026-02-19,,133,,,Hot Cinema,220
,Se7en,שבעה חטאים,,,,,,,,1995,2026-02-19,,127,,,Hot Cinema,220
,מופע שלישיית הנובים,מופע שלישיית הנובים,,,,,,,,,2026-02-19,,70,,,Hot Cinema,220
,2 CHEBURASHKA,צ'יבורשקה 2 רוסית ЧЕБУРАШКА 2,,,,,,,,2026,2026-02-19,,103,,,Hot Cinema,220
,Queen Mom,המלכה האם,,,,,,,,2025,2026-02-19,,94,,,Hot Cinema,220
,My Friend Eva,הכל אודות אווה,,,,,,,,2025,2026-02-19,,100,,,Hot Cinema,220
,Rebuilding,לבנות מחדש,,,,,,,,2025,2026-02-19,,95,,,Hot Cinema,220
,שעת סיפור: אבא עושה בושות,שעת סיפור: אבא עושה בושות,,,,,,,,2024,2026-02-21,,45,,,Hot Cinema,220
,The Whale,לוויתן - סרט ומפגש יוצרים,,,,,,,,2025,2026-02-23,,52,,,Hot Cinema,220
,בוקר תרבות בקולנוע - ולרי שוורץ,בוקר תרבות בקולנוע - ולרי שוורץ,,,,,,,,,2026-02-25,,70,,,Hot Cinema,220
,GOAT,להעז בגדול מדובב לערבית - معزة,,,,,,,,2026,2026-02-26,,100,,,Hot Cinema,220
,7 Scream,צעקה 7,,,,,,,,2026,2026-02-26,,0,,,Hot Cinema,220
,Is This Thing On?,זה עובד?,,,,,,,,2026,2026-02-26,,121,,,Hot Cinema,220
,Stand Your Ground,השורד האחרון 2,,,,,,,,2025,2026-02-26,,99,,,Hot Cinema,220
,The Good The Bad and The Ugly,"הטוב, הרע והמכוער",,,,,,,,1966,2026-02-26,,161,,,Hot Cinema,220
,מי מפחד מחנה לסלאו,מי מפחד מחנה לסלאו,,,,,,,,,2026-02-26,,,,,Hot Cinema,220
,SCARLET,SCARLET,,,,,,,,2026,2026-02-26,,111,,,Hot Cinema,220
,David,דויד הסרט,,,,,,,,2026,2026-02-26,,109,,,Hot Cinema,220
,EPiC: Elvis Presley in Concert,אלביס פרסלי בהופעה,,,,,,,,2026,2026-02-26,,100,,,Hot Cinema,220
,The Soundman,רדיו בריסל,,,,,,,,2025,2026-02-26,,119,,,Hot Cinema,220
,מופע - נשים ונפלאות,מופע - נשים ונפלאות,,,,,,,,,2026-03-03,,,,,Hot Cinema,220
,מגילת אסתר,מגילת אסתר,,,,,,,,,2026-03-04,,60,,,Hot Cinema,220
,שי לי עטרי - אור פנס יחיד,שי לי עטרי - אור פנס יחיד,,,,,,,,2026,2026-03-04,,70,,,Hot Cinema,220
,The Bride,הכלה!,,,,,,,,2026,2026-03-05,,126,,,Hot Cinema,220
,TWO WOMEN,בגידות קטנות,,,,,,,,2025,2026-03-05,,100,,,Hot Cinema,220
,יום ההולדת של מרים,יום ההולדת של מרים,,,,,,,,,2026-03-05,,150,,,Hot Cinema,220
,מעיין דורי - למקם את האור,מעיין דורי - למקם את האור,,,,,,,,,2026-03-05,,60,,,Hot Cinema,220
,Giant,ענק,,,,,,,,2025,2026-03-05,,120,,,Hot Cinema,220
,Hoppers,קופצים בראש,,,,,,,,2026,2026-03-05,,0,,,Hot Cinema,220
,How To Train Your Dragon: The Hidden World,הדרקון הראשון שלי: העולם הנסתר מדובב לערבית - تنيني الأول: العالم الخفي,,,,,,,,2019,2026-03-05,,104,,,Hot Cinema,220
,ערב אישי עם לוסיה דוויק,ערב אישי עם לוסיה דוויק,,,,,,,,,2026-03-08,,120,,,Hot Cinema,220
,WHISTLE,השריקה,,,,,,,,2025,2026-03-12,,97,,,Hot Cinema,220
,Reminders of him,מזכרת ממנו,,,,,,,,2026,2026-03-12,,0,,,Hot Cinema,220
,How To Make a Killing,עשיר רצח,,,,,,,,2026,2026-03-12,,98,,,Hot Cinema,220
,פודקאסט רצח,פודקאסט רצח,,,,,,,,,2026-03-16,,70,,,Hot Cinema,220
,סינמה אישי עם ליקיס,סינמה אישי עם ליקיס,,,,,,,,,2026-03-18,,70,,,Hot Cinema,220
,גיא פלג נגד מכונת הרעל,גיא פלג נגד מכונת הרעל,,,,,,,,,2026-03-19,,75,,,Hot Cinema,220
,Looper,לופר,,,,,,,,2012,2026-03-19,,118,,,Hot Cinema,220
,שמיים וארץ,טרום בכורה - שמיים וארץ,,,,,,,,2025,2026-03-19,,106,,,Hot Cinema,220
,לחשוב כמו ילד עם אסף כץ,לחשוב כמו ילד עם אסף כץ,,,,,,,,,2026-03-25,,70,,,Hot Cinema,220
,מופע אלאדין,מופע אלאדין,,,,,,,,,2026-03-26,,60,,,Hot Cinema,220
,They Will Kill You,הם ירצחו אותך,,,,,,,,2026,2026-03-26,,0,,,Hot Cinema,220
,Colours of Time,צבעי הזמן,,,,,,,,2026,2026-04-02,,124,,,Hot Cinema,220
,סיפור ההגדה – דנה בנדנה,סיפור ההגדה – דנה בנדנה,,,,,,,,,2026-04-07,,60,,,Hot Cinema,220
,Ready or not 2: here I come,מי שעומד מאחוריי 2,,,,,,,,2026,2026-04-09,,0,,,Hot Cinema,220
,"You, Me & Tuscany","אני, אתה וטוסקנה",,,,,,,,2026,2026-04-09,,0,,,Hot Cinema,220
,Shell,שקר היופי,,,,,,,,2024,2026-04-09,,100,,,Hot Cinema,220
,מירית גליצקי מוגזמת,מירית גליצקי מוגזמת,,,,,,,,,2026-04-16,,70,,,Hot Cinema,220
,La La Land,לה לה לנד,,,,,,,,2016,2026-04-16,,128,,,Hot Cinema,220
,Valley of Shadows,טרום בכורה - בחזרה מההימלאיה,,,,,,,,2024,2026-04-19,,120,,,Hot Cinema,220
,Michael,מייקל,,,,,,,,2026,2026-04-23,,0,,,Hot Cinema,220
,Pirates Of The Caribbean: The Curse Of The Black P,שודדי הקאריביים: קללת הפנינה השחורה,,,,,,,,2003,2026-04-23,,143,,,Hot Cinema,220
,הצגה יהושוע פרוע,הצגה יהושוע פרוע,,,,,,,,,2026-04-25,,60,,,Hot Cinema,220
,אי אפשר לעצור שינוי - אפשר להוביל אותו,אי אפשר לעצור שינוי - אפשר להוביל אותו,,,,,,,,,2026-04-29,,70,,,Hot Cinema,220
,Billie Eilish Hit Me Hard and Soft: The Tour 3D,בילי אייליש סיבוב ההופעות HIT ME HARD 3D,,,,,,,,2026,2026-05-07,,0,,,Hot Cinema,220
,THE SHEEP DETECTIVES,בלשי צמרת,,,,,,,,2026,2026-05-07,,0,,,Hot Cinema,220
,SEESTARZ,SEESTARZ,,,,,,,,,2026-05-07,,70,,,Hot Cinema,220
,Mortal Kombat II,מורטל קומבט 2,,,,,,,,2026,2026-05-07,,116,,,Hot Cinema,220
,אבו טבלה וחברים,אבו טבלה וחברים,,,,,,,,,2026-05-14,,75,,,Hot Cinema,220
,Masters Of The Universe,שליטי היקום,,,,,,,,2026,2026-06-04,,0,,,Hot Cinema,220
,Disclosure Day,התגלית,,,,,,,,2026,2026-06-11,,0,,,Hot Cinema,220
,Grease,גריז,,,,,,,,1978,2026-06-11,,110,,,Hot Cinema,220
,Toy Story 5,צעצוע של סיפור 5,,,,,,,,2026,2026-06-18,,0,,,Hot Cinema,220
,Moana (Live Action),מואנה - לייב אקשן,,,,,,,,2026,2026-07-09,,0,,,Hot Cinema,220
,The Cat in the Hat,חתול תעלול,,,,,,,,2026,2026-11-05,,0,,,Hot Cinema,220
