showtime,english_title,hebrew_title,english_href,hebrew_href,screening_type,screening_tech,original_language,dub_language,date_of_showing,release_year,release_date,directed_by,runtime,rating,screening_city,cinema,run_id
,The Grinch,הגרינץ' תרגום בערבית - الجرينش,,,,,,,,2018,2026-03-19,,90,All,,Hot Cinema,249
,How To Train Your Dragon: The Hidden World,הדרקון הראשון שלי: העולם הנסתר מדובב לערבית - تنيني الأول: العالم الخفي,,,,,,,,2019,2026-03-19,,104,All,,Hot Cinema,249
,The SpongeBob Movie: Search for SquarePants,فيلم سبونج بوب: البحث عن سكوير بانتس,,,,,,,,2025,2026-03-19,,96,All,,Hot Cinema,249
,Looper,לופר,,,,,,,,2012,2026-03-19,,118,14+,,Hot Cinema,249
,The Adventures of Tintin: Secret of the Unicorn,הרפתקאות טינטין מדובב לערבית - مغامرات تان تان,,,,,,,,2011,2026-03-19,,107,All,,Hot Cinema,249
,Pirates Of The Caribbean: The Curse Of The Black P,שודדי הקאריביים: קללת הפנינה השחורה - כתוביות בערבית قراصنة الكاريبي: لعنة القراصنة السود,,,,,,,,2001,2026-03-19,,143,12+,,Hot Cinema,249
,The Whale,לוויתן - סרט ומפגש יוצרים,,,,,,,,2025,2026-03-23,,52,All,,Hot Cinema,249
,לחשוב כמו ילד עם אסף כץ,לחשוב כמו ילד עם אסף כץ,,,,,,,,,2026-03-25,,70,,,Hot Cinema,249
,GRACIE and PEDRO: PETS TO THE RESCUE,פדרו וגרייסי: חיות מחמד בפעולה מדובב,,,,,,,,,2026-03-26,,87,,,Hot Cinema,249
,Cramel,כראמל בקולנוע - פרקי הסיום של העונה החדשה,,,,,,,,2025,2026-03-26,,60,All,,Hot Cinema,249
,מופע אלאדין,מופע אלאדין,,,,,,,,,2026-03-26,,60,All,,Hot Cinema,249
,How To Make a Killing,עשיר רצח,,,,,,,,2026,2026-03-26,,98,,,Hot Cinema,249
,They Will Kill You,הם ירצחו אותך,,,,,,,,2026,2026-03-26,,94,,,Hot Cinema,249
,יציאת מצרים,יציאת מצרים,,,,,,,,,2026-03-30,,60,All,,Hot Cinema,249
,The Drama,הדרמה,,,,,,,,2026,2026-04-02,,106,,,Hot Cinema,249
,NOT WITHOUT HOPE,הישרדות ללא תקווה,,,,,,,,2025,2026-04-02,,120,,,Hot Cinema,249
,Colours of Time,צבעי הזמן,,,,,,,,2026,2026-04-02,,124,,,Hot Cinema,249
,סיפור ההגדה – דנה בנדנה,סיפור ההגדה – דנה בנדנה,,,,,,,,,2026-04-07,,60,All,,Hot Cinema,249
,Giant,ענק,,,,,,,,2025,2026-04-09,,120,,,Hot Cinema,249
,Ready or not 2: here I come,מי שעומד מאחוריי 2,,,,,,,,2026,2026-04-09,,108,,,Hot Cinema,249
,"You, Me & Tuscany","אני, אתה וטוסקנה",,,,,,,,2026,2026-04-09,,0,,,Hot Cinema,249
,Shell,שקר היופי,,,,,,,,2024,2026-04-09,,100,,,Hot Cinema,249
,איילת מטיילת,איילת מטיילת,,,,,,,,,2026-04-11,,,All,,Hot Cinema,249
,בוקר תרבות - טניה וינוקור והכינור,בוקר תרבות - טניה וינוקור והכינור,,,,,,,,,2026-04-15,,60,,,Hot Cinema,249
,אודליה יקיר - סינמה אישי,אודליה יקיר - סינמה אישי,,,,,,,,,2026-04-16,,60,,,Hot Cinema,249
,La La Land,לה לה לנד,,,,,,,,2016,2026-04-16,,128,All,,Hot Cinema,249
,מירית גליצקי מוגזמת,מירית גליצקי מוגזמת,,,,,,,,,2026-04-16,,70,,,Hot Cinema,249
,Valley of Shadows,טרום בכורה - בחזרה מההימלאיה,,,,,,,,2024,2026-04-19,,120,,,Hot Cinema,249
,נועם כהן - סינמה אישי,נועם כהן - סינמה אישי,,,,,,,,,2026-04-19,,105,,,Hot Cinema,249
,Michael,מייקל,,,,,,,,2026,2026-04-23,,0,,,Hot Cinema,249
,Pirates Of The Caribbean: The Curse Of The Black P,שודדי הקאריביים: קללת הפנינה השחורה,,,,,,,,2003,2026-04-23,,143,12+,,Hot Cinema,249
,הצגה יהושוע פרוע,הצגה יהושוע פרוע,,,,,,,,,2026-04-25,,60,All,,Hot Cinema,249
,אי אפשר לעצור שינוי - אפשר להוביל אותו,אי אפשר לעצור שינוי - אפשר להוביל אותו,,,,,,,,,2026-04-29,,70,,,Hot Cinema,249
,שרנו אני המסיבה,שרנו אני המסיבה,,,,,,,,,2026-05-06,,70,,,Hot Cinema,249
,The Mood Board - הרמס והבירקין - התיק שהפך להשקעה,The Mood Board - הרמס והבירקין - התיק שהפך להשקעה,,,,,,,,,2026-05-07,,,,,Hot Cinema,249
,Billie Eilish Hit Me Hard and Soft: The Tour 3D,בילי אייליש סיבוב ההופעות HIT ME HARD 3D,,,,,,,,2026,2026-05-07,,0,,,Hot Cinema,249
,SEESTARZ,SEESTARZ,,,,,,,,,2026-05-07,,70,,,Hot Cinema,249
,Mortal Kombat II,מורטל קומבט 2,,,,,,,,2026,2026-05-07,,116,,,Hot Cinema,249
,THE SHEEP DETECTIVES,בלשי צמרת,,,,,,,,2026,2026-05-07,,0,,,Hot Cinema,249
,עדי אברהמי - תגבירי את האור שבך - מופע פסנתר אקוסטי,עדי אברהמי - תגבירי את האור שבך - מופע פסנתר אקוסטי,,,,,,,,,2026-05-07,,45,,,Hot Cinema,249
,The Mood Board - איב סאן לורן המהפכה שהתחילה בטוקסידו,The Mood Board - איב סאן לורן המהפכה שהתחילה בטוקסידו,,,,,,,,,2026-05-14,,,,,Hot Cinema,249
,אבו טבלה וחברים,אבו טבלה וחברים,,,,,,,,,2026-05-14,,75,,,Hot Cinema,249
,הופה היי - הדור הבא,הופה היי - הדור הבא,,,,,,,,,2026-05-16,,,All,,Hot Cinema,249
,C’était mieux demain,טרום בכורה - מחר יהיה טוב,,,,,,,,2025,2026-05-18,,103,,,Hot Cinema,249
