showtime,english_title,hebrew_title,english_href,hebrew_href,screening_type,screening_tech,original_language,dub_language,date_of_showing,release_year,release_date,directed_by,runtime,rating,screening_city,cinema,run_id
,Valley of Shadows,בחזרה מההימלאיה,,,,,,,,2024,2026-08-13,,120,12+,,Hot Cinema,599
,End of Oak street,סוף רחוב האלון,,,,,,,,2026,2026-08-13,,110,12+,,Hot Cinema,599
,Superman - 1978,סופרמן 1978,,,,,,,,1978,2026-08-13,,143,הגבלת גיל: עד גיל 10 בליווי מבוגר,,Hot Cinema,599
,הטברנס – חפלה ים תיכונית!,הטברנס – חפלה ים תיכונית!,,,,,,,,,2026-08-13,,80,,,Hot Cinema,599
,My One and Only,האחד והיחיד שלי,,,,,,,,2026,2026-08-13,,117,All,,Hot Cinema,599
,"Damned if you do, damned if you don’t",המשפחה האיטלקית שלי,,,,,,,,2025,2026-08-13,,97,All,,Hot Cinema,599
,FUZE,פיוז,,,,,,,,2026,2026-08-13,,98,12+,,Hot Cinema,599
,My One and Only,האחד והיחיד שלי מתורגם רוסית Мой единственный и не,,,,,,,,2026,2026-08-13,,117,Возраст: הותר לכל הגילאים,,Hot Cinema,599
,Mamma Mia!,מאמה מיה!,,,,,,,,2008,2026-08-14,,108,12+,,Hot Cinema,599
,ערב אישי עם אליאור בילוקס,ערב אישי עם אליאור בילוקס,,,,,,,,,2026-08-18,,70,,,Hot Cinema,599
,SPA WEEKEND,ספא וויקנד,,,,,,,,2026,2026-08-20,,0,,,Hot Cinema,599
,Coyote Vs ACME,לוני טונס קיוטי נגד אקמי,,,,,,,,2026,2026-08-20,,101,,,Hot Cinema,599
,Superman 2 The Richard Donner Cut,סופרמן 2 גרסת הבמאי,,,,,,,,2006,2026-08-20,,116,All,,Hot Cinema,599
,Mutiny,נקמה בלב ים,,,,,,,,2026,2026-08-20,,95,14+,,Hot Cinema,599
,Yoni Kletzel & Ryan Williams – “Leave the Goats Al,Yoni Kletzel & Ryan Williams – “Leave the Goats Al,,,,,,,,,2026-08-20,,,,,Hot Cinema,599
,La La Land 10th Anniversary,לה לה לנד – חגיגות העשור,,,,,,,,2016,2026-08-25,,128,All,,Hot Cinema,599
,The Dog Stars,כוכבי הכלב,,,,,,,,2026,2026-08-27,,100,,,Hot Cinema,599
,קטי גבעוני - כלא דמיוני,קטי גבעוני - כלא דמיוני,,,,,,,,,2026-09-02,,70,,,Hot Cinema,599
,סינמה אישי הדר מרקס,ערב אישי עם הדר מרקס ואורח הכבוד בני כבודי,,,,,,,,2026,2026-09-03,,70,,,Hot Cinema,599
,HOW TO ROB A BANK,איך לשדוד בנק,,,,,,,,2026,2026-09-03,,0,,,Hot Cinema,599
,סינמה נוסטלגיה - גבעת חלפון אינה עונה חוגגת 50!,גבעת חלפון אינה עונה חוגגת 50!,,,,,,,,1976,2026-09-03,,92,12+,,Hot Cinema,599
,Taxi Driver,50 שנה לסרט נהג מונית,,,,,,,,1976,2026-09-10,,114,הגבלת גיל: הותר מגיל 18 בהצגת תעודה מזהה,,Hot Cinema,599
,Practical Magic 2,קסם מעשי 2,,,,,,,,2026,2026-09-17,,0,,,Hot Cinema,599
,Resident Evil,האויב שבפנים,,,,,,,,2026,2026-09-17,,0,,,Hot Cinema,599
,A Few Good Men,בחורים טובים,,,,,,,,1992,2026-09-17,,138,12+,,Hot Cinema,599
,אריק זאבי – הרצאה,אריק זאבי – הרצאה,,,,,,,,2026,2026-09-17,,80,,,Hot Cinema,599
,Primavera,פרימוורה,,,,,,,,2025,2026-09-24,,110,12+,,Hot Cinema,599
,Heart of the Beast,בלב הפרא,,,,,,,,2026,2026-09-24,,0,,,Hot Cinema,599
,Ghostbusters,מכסחי השדים,,,,,,,,1984,2026-09-24,,105,12+,,Hot Cinema,599
,שליחי הבלוז במחווה לפינק פלוד,שליחי הבלוז במחווה לפינק פלוד,,,,,,,,,2026-09-24,,90,,,Hot Cinema,599
,VERITY,תעתוע,,,,,,,,2026,2026-10-01,,0,,,Hot Cinema,599
,Digger,דיגר,,,,,,,,2026,2026-10-01,,106,,,Hot Cinema,599
,12 hours in october,12 שעות באוקטובר - הסרט,,,,,,,,2025,2026-10-08,,80,,,Hot Cinema,599
,Other Mommy,אין כמו אמא,,,,,,,,2026,2026-10-08,,0,,,Hot Cinema,599
,STREET FIGHTER,סטריט פייטר,,,,,,,,2026,2026-10-15,,0,,,Hot Cinema,599
,AULCIE,אולסי,,,,,,,,2026,2026-10-15,,75,,,Hot Cinema,599
,WHALEFALL,נפילת הלוויתן,,,,,,,,2026,2026-10-15,,0,,,Hot Cinema,599
,SEESTARZ,SEESTARZ,,,,,,,,,2026-10-20,,70,,,Hot Cinema,599
,Clayface,קלייפייס,,,,,,,,2026,2026-10-22,,0,,,Hot Cinema,599
,"נפגשים על הדשא – המחווה לאריק איינשטיין, מאיר אריאל ושלום חנוך","נפגשים על הדשא – המחווה לאריק איינשטיין, מאיר אריאל ושלום חנוך",,,,,,,,,2026-10-23,,90,,,Hot Cinema,599
,חפלה מרוקאית עם אריק משעלי ולהקתו,חפלה מרוקאית עם אריק משעלי ולהקתו,,,,,,,,,2026-10-29,,90,,,Hot Cinema,599
,WILD HORSE NINE,סוס פרא תשע,,,,,,,,2026,2026-11-05,,118,,,Hot Cinema,599
,Party - המחווה ללהיטים הגדולים מכל הזמנים,Party - המחווה ללהיטים הגדולים מכל הזמנים,,,,,,,,,2026-11-06,,90,,,Hot Cinema,599
,The Hunger Games: Sunrise on the Reaping,משחקי הרעב: זריחה על האסיף,,,,,,,,2026,2026-11-19,,0,,,Hot Cinema,599
,Focker-in-Law,פגוש את הכלה,,,,,,,,2026,2026-11-26,,0,,,Hot Cinema,599
,The Cat in the Hat,חתול תעלול,,,,,,,,2026,2026-12-03,,0,,,Hot Cinema,599
