cinema,date,time,title,snif,type
CC,24-12-24,10:40,9/11: I Was There,Glilot,R
CC,24-12-24,11:30,9/11: I Was There,Glilot,R
CC,24-12-24,13:25,9/11: I Was There,Glilot,R
CC,24-12-24,14:15,9/11: I Was There,Glilot,R
CC,24-12-24,16:10,9/11: I Was There,Glilot,R
CC,24-12-24,17:00,9/11: I Was There,Glilot,R
CC,24-12-24,18:10,9/11: I Was There,Glilot,R
CC,24-12-24,19:40,9/11: I Was There,Glilot,R
CC,24-12-24,20:30,9/11: I Was There,Glilot,R
CC,24-12-24,21:00,9/11: I Was There,Glilot,R
CC,24-12-24,21:40,9/11: I Was There,Glilot,R
CC,24-12-24,10:00,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,10:20,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,11:00,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,12:45,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,13:15,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,13:45,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,15:30,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,16:10,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,18:20,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,19:00,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,20:10,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,21:10,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,21:50,9/11: I Was There,Rishon Letzion,R
CC,24-12-24,10:10,9/11: I Was There,Jerusalem,R
CC,24-12-24,12:45,9/11: I Was There,Jerusalem,R
CC,24-12-24,15:20,9/11: I Was There,Jerusalem,R
CC,24-12-24,16:20,9/11: I Was There,Jerusalem,R
CC,24-12-24,18:00,9/11: I Was There,Jerusalem,R
CC,24-12-24,19:00,9/11: I Was There,Jerusalem,R
CC,24-12-24,21:20,9/11: I Was There,Jerusalem,R
CC,24-12-24,22:00,9/11: I Was There,Jerusalem,R
CC,24-12-24,19:00,9/11: I Was There,Kfar Saba,R
CC,24-12-24,20:00,9/11: I Was There,Kfar Saba,R
CC,24-12-24,21:50,9/11: I Was There,Kfar Saba,R
CC,24-12-24,19:00,9/11: I Was There,Kfar Saba,Prime
CC,24-12-24,20:00,9/11: I Was There,Kfar Saba,Prime
CC,24-12-24,21:50,9/11: I Was There,Kfar Saba,Prime
CC,24-12-24,21:40,Absolution,Glilot,R
HC,24-12-24,16:30,Absolution,Kiryat Bialik,R
HC,24-12-24,21:40,Absolution,Kiryat Bialik,R
HC,24-12-24,22:00,Absolution,Haifa,R
LC,24-12-24,11:10,And the Party Goes On,Tel Aviv,R
LC,24-12-24,13:30,And the Party Goes On,Tel Aviv,R
LC,24-12-24,10:45,And the Party Goes On,Raanana,R
LC,24-12-24,16:30,And the Party Goes On,Raanana,R
LC,24-12-24,13:30,And the Party Goes On,Even Yehuda,R
ML,24-12-24,12:25,And the Party Goes On,Carmiel,UPGRADE
ML,24-12-24,14:45,And the Party Goes On,Carmiel,UPGRADE
ML,24-12-24,12:10,And the Party Goes On,Netanya,R
ML,24-12-24,14:30,And the Party Goes On,Netanya,R
ML,24-12-24,19:15,And the Party Goes On,Netanya,R
YP,24-12-24,11:00,And the Party Goes On,Rishon Letzion,R
YP,24-12-24,14:00,And the Party Goes On,Rishon Letzion,R
YP,24-12-24,14:30,And the Party Goes On,Rishon Letzion,R
YP,24-12-24,16:00,And the Party Goes On,Ayalon,R
YP,24-12-24,14:15,And the Party Goes On,Beer Sheva,R
YP,24-12-24,12:00,And the Party Goes On,Haifa,R
YP,24-12-24,14:00,And the Party Goes On,Haifa,R
YP,24-12-24,16:40,And the Party Goes On,Haifa,R
YP,24-12-24,12:15,And the Party Goes On,Jerusalem,R
YP,24-12-24,15:00,And the Party Goes On,Jerusalem,R
YP,24-12-24,17:30,And the Party Goes On,Jerusalem,R
YP,24-12-24,19:45,And the Party Goes On,Jerusalem,R
HC,24-12-24,11:45,And the Party Goes On,Kiryat Bialik,R
HC,24-12-24,14:10,And the Party Goes On,Kiryat Bialik,R
HC,24-12-24,11:50,And the Party Goes On,Haifa,R
HC,24-12-24,14:10,And the Party Goes On,Haifa,R
HC,24-12-24,19:45,And the Party Goes On,Haifa,R
HC,24-12-24,12:00,And the Party Goes On,Kfar Saba,R
HC,24-12-24,14:30,And the Party Goes On,Kfar Saba,R
HC,24-12-24,11:00,And the Party Goes On,Petach Tikvah,R
HC,24-12-24,21:50,And the Party Goes On,Petach Tikvah,R
HC,24-12-24,14:45,And the Party Goes On,Modiin,R
HC,24-12-24,22:00,And the Party Goes On,Modiin,R
HC,24-12-24,11:20,And the Party Goes On,Rehovot,R
HC,24-12-24,13:40,And the Party Goes On,Rehovot,R
HC,24-12-24,16:00,And the Party Goes On,Rehovot,R
CC,24-12-24,13:30,And the Party Goes On,Glilot,R
CC,24-12-24,11:30,And the Party Goes On,Rishon Letzion,R
CC,24-12-24,13:00,And the Party Goes On,Rishon Letzion,R
CC,24-12-24,13:00,And the Party Goes On,Jerusalem,R
CC,24-12-24,10:50,And the Party Goes On,Kfar Saba,R
CC,24-12-24,16:10,And the Party Goes On,Kfar Saba,R
CC,24-12-24,10:20,And the Party Goes On,Chadera,R
CC,24-12-24,12:10,And the Party Goes On,Ashdod,R
LC,24-12-24,11:00,Anora,Tel Aviv,R
LC,24-12-24,13:20,Anora,Tel Aviv,R
LC,24-12-24,15:15,Anora,Tel Aviv,R
LC,24-12-24,18:45,Anora,Tel Aviv,R
LC,24-12-24,21:30,Anora,Tel Aviv,R
LC,24-12-24,11:00,Anora,Even Yehuda,R
LC,24-12-24,15:45,Anora,Even Yehuda,R
LC,24-12-24,18:20,Anora,Even Yehuda,R
LC,24-12-24,20:30,Anora,Even Yehuda,R
LC,24-12-24,10:45,Anora,Raanana,R
LC,24-12-24,13:40,Anora,Raanana,R
LC,24-12-24,15:40,Anora,Raanana,R
LC,24-12-24,18:30,Anora,Raanana,R
LC,24-12-24,21:15,Anora,Raanana,R
LC,24-12-24,20:45,Anora,Omer,R
LC,24-12-24,19:30,Anora,Herziliya,R
LC,24-12-24,13:15,Anora,Ramat Hasharon,R
LC,24-12-24,20:45,Anora,Ramat Hasharon,R
LC,24-12-24,23:55,Anora,Jerusalem,R
YP,24-12-24,11:40,Anora,Rishon Letzion,R
YP,24-12-24,14:45,Anora,Rishon Letzion,R
YP,24-12-24,17:30,Anora,Rishon Letzion,R
YP,24-12-24,20:15,Anora,Rishon Letzion,R
YP,24-12-24,21:20,Anora,Rishon Letzion,R
YP,24-12-24,11:40,Anora,Ayalon,R
YP,24-12-24,14:30,Anora,Ayalon,R
YP,24-12-24,17:20,Anora,Ayalon,R
YP,24-12-24,20:10,Anora,Ayalon,R
YP,24-12-24,14:30,Anora,Beer Sheva,R
YP,24-12-24,17:20,Anora,Beer Sheva,R
YP,24-12-24,20:10,Anora,Beer Sheva,R
YP,24-12-24,12:15,Anora,Zichron Yaakov,R
YP,24-12-24,17:00,Anora,Zichron Yaakov,R
YP,24-12-24,19:45,Anora,Zichron Yaakov,R
YP,24-12-24,11:10,Anora,Haifa,R
