cinema,date,time,title,snif,type
HC,24-12-24,20:50,Mufasa: The Lion King,Rehovot,R
HC,24-12-24,21:45,Mufasa: The Lion King,Rehovot,R
HC,24-12-24,21:40,Mufasa: The Lion King,Ashdod,R
HC,24-12-24,21:45,Mufasa: The Lion King,Ashkelon,R
ML,24-12-24,21:20,Mufasa: The Lion King,Haifa,UPGRADE
ML,24-12-24,22:10,Mufasa: The Lion King,Netanya,R
YP,24-12-24,21:00,Mufasa: The Lion King,Rishon Letzion,SCREENX
YP,24-12-24,21:20,Mufasa: The Lion King,Rishon Letzion,3D
YP,24-12-24,21:30,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,24-12-24,21:30,Mufasa: The Lion King,Rishon Letzion,VIP
YP,24-12-24,21:40,Mufasa: The Lion King,Rishon Letzion,R
CC,24-12-24,21:30,Mufasa: The Lion King,Glilot,R
YP,24-12-24,21:45,Mufasa: The Lion King,Ayalon,R
CC,24-12-24,21:30,Mufasa: The Lion King,Rishon Letzion,R
CC,24-12-24,21:50,Mufasa: The Lion King,Jerusalem,R
YP,24-12-24,21:30,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,24-12-24,21:40,Mufasa: The Lion King,Beer Sheva,R
YP,24-12-24,21:40,Mufasa: The Lion King,Beer Sheva,SCREENX
YP,24-12-24,21:45,Mufasa: The Lion King,Beer Sheva,4DX 3D
YP,24-12-24,22:00,Mufasa: The Lion King,Beer Sheva,VIP
CC,24-12-24,21:50,Mufasa: The Lion King,Kfar Saba,R
YP,24-12-24,21:30,Mufasa: The Lion King,Zichron Yaakov,R
YP,24-12-24,21:45,Mufasa: The Lion King,Zichron Yaakov,R
YP,24-12-24,22:00,Mufasa: The Lion King,Zichron Yaakov,VIP
CC,24-12-24,22:20,Mufasa: The Lion King,Netanya,R
YP,24-12-24,21:20,Mufasa: The Lion King,Haifa,R
YP,24-12-24,21:30,Mufasa: The Lion King,Haifa,4DX 3D
YP,24-12-24,21:45,Mufasa: The Lion King,Haifa,3D
YP,24-12-24,22:00,Mufasa: The Lion King,Haifa,VIP
YP,24-12-24,22:15,Mufasa: The Lion King,Haifa,SCREENX
CC,24-12-24,21:10,Mufasa: The Lion King,Beer Sheva,R
CC,24-12-24,22:30,Mufasa: The Lion King,Beer Sheva,R
CC,24-12-24,21:30,Mufasa: The Lion King,Chadera,R
YP,24-12-24,21:30,Mufasa: The Lion King,Jerusalem,IMAX 3D
YP,24-12-24,21:45,Mufasa: The Lion King,Jerusalem,R
YP,24-12-24,22:00,Mufasa: The Lion King,Jerusalem,R
YP,24-12-24,22:00,Mufasa: The Lion King,Jerusalem,4DX 3D
CC,24-12-24,21:10,Mufasa: The Lion King,Ashdod,R
YP,24-12-24,21:40,Red One,Haifa,R
LC,24-12-24,21:20,State Property: Blood on the Streets,Tel Aviv,R
LC,24-12-24,21:40,State Property: Blood on the Streets,Raanana,R
YP,24-12-24,21:45,Take Me Home,Ayalon,R
HC,24-12-24,21:30,The Braid,Carmiel,R
HC,24-12-24,21:35,The Braid,Haifa,R
HC,24-12-24,21:50,The Braid,Petach Tikvah,R
HC,24-12-24,21:20,The Braid,Rehovot,R
HC,24-12-24,22:00,The Braid,Ashkelon,R
YP,24-12-24,21:45,The Lord of the Rings: The War of the Rohirrim,Beer Sheva,R
HC,24-12-24,21:50,The Property,Carmiel,R
HC,24-12-24,21:30,The Property,Haifa,R
HC,24-12-24,21:00,The Property,Rehovot,R
HC,24-12-24,21:00,The Property,Ashdod,R
HC,24-12-24,21:45,The Property,Ashkelon,R
LC,24-12-24,21:10,The Ring,Even Yehuda,R
LC,24-12-24,21:30,The Ring,Tel Aviv,R
LC,24-12-24,21:45,The Ring,Raanana,R
HC,24-12-24,22:10,The Ring,Carmiel,R
HC,24-12-24,22:05,The Ring,Nahariya,R
HC,24-12-24,21:40,The Ring,Kiryat Bialik,R
HC,24-12-24,21:50,The Ring,Haifa,R
HC,24-12-24,22:35,The Ring,Haifa,R
HC,24-12-24,21:50,The Ring,Kfar Saba,R
HC,24-12-24,21:35,The Ring,Petach Tikvah,R
HC,24-12-24,21:40,The Ring,Modiin,R
HC,24-12-24,22:10,The Ring,Modiin,R
HC,24-12-24,21:50,The Ring,Rehovot,R
HC,24-12-24,21:50,The Ring,Ashdod,R
HC,24-12-24,21:45,The Ring,Ashkelon,R
YP,24-12-24,21:30,The Ring,Rishon Letzion,R
YP,24-12-24,21:45,The Ring,Ayalon,R
YP,24-12-24,21:45,The Ring,Beer Sheva,R
YP,24-12-24,21:30,The Ring,Zichron Yaakov,R
YP,24-12-24,21:45,The Ring,Haifa,R
YP,24-12-24,21:40,The Ring,Jerusalem,R
ML,24-12-24,21:30,The Substance,Haifa,R
ML,24-12-24,21:30,The Substance,Netanya,R
YP,24-12-24,21:30,The Substance,Rishon Letzion,R
YP,24-12-24,21:30,The Substance,Ayalon,R
YP,24-12-24,21:20,The Substance,Zichron Yaakov,R
ML,24-12-24,21:50,This Is My Mother,Haifa,R
YP,24-12-24,21:30,Venom: The Last Dance,Rishon Letzion,R
YP,24-12-24,21:40,Venom: The Last Dance,Beer Sheva,R
YP,24-12-24,21:15,Venom: The Last Dance,Haifa,R
YP,24-12-24,22:00,Weekend in Taipei,Jerusalem,R
ML,24-12-24,21:15,Wicked,Carmiel,R
LC,24-12-24,21:20,Wicked,Tel Aviv,R
ML,24-12-24,22:00,Wicked,Haifa,UPGRADE
ML,24-12-24,21:40,Wicked,Netanya,UPGRADE
ML,24-12-24,21:50,Wicked,Glilot,UPGRADE
HC,24-12-24,21:35,Wicked,Carmiel,R
HC,24-12-24,21:40,Wicked,Nahariya,R
HC,24-12-24,21:40,Wicked,Kiryat Bialik,R
HC,24-12-24,21:40,Wicked,Haifa,R
HC,24-12-24,21:30,Wicked,Modiin,R
HC,24-12-24,21:15,Wicked,Ashkelon,R
YP,24-12-24,21:40,Wicked,Rishon Letzion,R
YP,24-12-24,21:20,Wicked,Jerusalem,R
RH,24-12-24,21:30,Wicked,Givataim,R
RH,24-12-24,21:20,Wicked,Tel Aviv,R
RH,24-12-24,21:50,Wicked,Kiryat Ono,R
HC,24-12-24,22:20,Winnie-the-Pooh: Blood and Honey 2,Kiryat Bialik,R
CC,24-12-25,16:00,9/11: I Was There,Glilot,R
CC,24-12-25,18:50,9/11: I Was There,Glilot,R
CC,24-12-25,20:00,9/11: I Was There,Glilot,R
CC,24-12-25,21:00,9/11: I Was There,Glilot,R
CC,24-12-25,21:40,9/11: I Was There,Glilot,R
CC,24-12-25,15:00,9/11: I Was There,Rishon Letzion,R
CC,24-12-25,20:50,9/11: I Was There,Rishon Letzion,R
CC,24-12-25,21:10,9/11: I Was There,Rishon Letzion,R
CC,24-12-25,22:00,9/11: I Was There,Rishon Letzion,R
CC,24-12-25,21:15,9/11: I Was There,Rishon Letzion,VIP
CC,24-12-25,14:00,9/11: I Was There,Jerusalem,R
CC,24-12-25,16:30,9/11: I Was There,Jerusalem,R
CC,24-12-25,19:00,9/11: I Was There,Jerusalem,R
CC,24-12-25,20:05,9/11: I Was There,Jerusalem,R
CC,24-12-25,21:40,9/11: I Was There,Jerusalem,R
CC,24-12-25,20:30,9/11: I Was There,Jerusalem,VIP
CC,24-12-25,19:00,9/11: I Was There,Kfar Saba,R
CC,24-12-25,21:20,9/11: I Was There,Kfar Saba,R
CC,24-12-25,14:30,9/11: I Was There,Kfar Saba,Prime
CC,24-12-25,17:30,9/11: I Was There,Kfar Saba,Prime
CC,24-12-25,20:30,9/11: I Was There,Kfar Saba,Prime
CC,24-12-25,14:00,9/11: I Was There,Netanya,R
CC,24-12-25,19:50,9/11: I Was There,Netanya,R
CC,24-12-25,21:00,9/11: I Was There,Netanya,R
CC,24-12-25,22:30,9/11: I Was There,Netanya,R
CC,24-12-25,15:50,9/11: I Was There,Beer Sheva,R
CC,24-12-25,17:20,9/11: I Was There,Beer Sheva,R
CC,24-12-25,18:50,9/11: I Was There,Beer Sheva,R
CC,24-12-25,20:00,9/11: I Was There,Beer Sheva,R
CC,24-12-25,21:40,9/11: I Was There,Beer Sheva,R
CC,24-12-25,22:40,9/11: I Was There,Beer Sheva,R
CC,24-12-25,14:35,9/11: I Was There,Chadera,R
CC,24-12-25,17:10,9/11: I Was There,Chadera,R
CC,24-12-25,19:00,9/11: I Was There,Chadera,R
CC,24-12-25,20:10,9/11: I Was There,Chadera,R
CC,24-12-25,21:40,9/11: I Was There,Chadera,R
CC,24-12-25,14:20,9/11: I Was There,Ashdod,R
CC,24-12-25,16:20,9/11: I Was There,Ashdod,R
CC,24-12-25,17:50,9/11: I Was There,Ashdod,R
CC,24-12-25,19:00,9/11: I Was There,Ashdod,R
CC,24-12-25,19:50,9/11: I Was There,Ashdod,R
CC,24-12-25,21:30,9/11: I Was There,Ashdod,R
HC,24-12-25,21:15,Absolution,Haifa,R
HC,24-12-25,23:00,Absolution,Kfar Saba,R
LC,24-12-25,16:30,And the Party Goes On,Raanana,R
YP,24-12-25,14:30,And the Party Goes On,Rishon Letzion,R
YP,24-12-25,14:30,And the Party Goes On,Ayalon,R
YP,24-12-25,16:00,And the Party Goes On,Ayalon,R
YP,24-12-25,14:15,And the Party Goes On,Beer Sheva,R
YP,24-12-25,14:00,And the Party Goes On,Haifa,R
YP,24-12-25,16:40,And the Party Goes On,Haifa,R
YP,24-12-25,17:30,And the Party Goes On,Jerusalem,R
YP,24-12-25,19:45,And the Party Goes On,Jerusalem,R
HC,24-12-25,14:15,And the Party Goes On,Kiryat Bialik,R
LC,24-12-25,19:15,Anora,Raanana,R
LC,24-12-25,13:40,Anora,Tel Aviv,R
LC,24-12-25,16:00,Anora,Tel Aviv,R
LC,24-12-25,18:50,Anora,Tel Aviv,R
LC,24-12-25,21:30,Anora,Tel Aviv,R
LC,24-12-25,18:00,Anora,Even Yehuda,R
LC,24-12-25,20:00,Anora,Even Yehuda,R
LC,24-12-25,20:30,Anora,Herziliya,R
LC,24-12-25,21:10,Anora,Ramat Hasharon,R
HC,24-12-25,20:30,Anora,Kfar Saba,R
YP,24-12-25,14:45,Anora,Rishon Letzion,R
YP,24-12-25,17:30,Anora,Rishon Letzion,R
YP,24-12-25,20:15,Anora,Rishon Letzion,R
YP,24-12-25,21:45,Anora,Rishon Letzion,R
YP,24-12-25,14:30,Anora,Ayalon,R
YP,24-12-25,17:20,Anora,Ayalon,R
YP,24-12-25,20:10,Anora,Ayalon,R
YP,24-12-25,14:30,Anora,Beer Sheva,R
YP,24-12-25,17:20,Anora,Beer Sheva,R
YP,24-12-25,20:10,Anora,Beer Sheva,R
YP,24-12-25,17:00,Anora,Zichron Yaakov,R
YP,24-12-25,19:45,Anora,Zichron Yaakov,R
YP,24-12-25,14:00,Anora,Haifa,R
YP,24-12-25,17:00,Anora,Haifa,R
YP,24-12-25,19:10,Anora,Haifa,R
YP,24-12-25,15:00,Anora,Jerusalem,R
YP,24-12-25,17:45,Anora,Jerusalem,R
YP,24-12-25,20:30,Anora,Jerusalem,R
ML,24-12-25,13:45,Arugam Bay,Haifa,R
HC,24-12-25,21:15,Arugam Bay,Kiryat Bialik,R
HC,24-12-25,21:30,Arugam Bay,Haifa,R
YP,24-12-25,22:15,Cellar Door,Rishon Letzion,R
YP,24-12-25,22:00,Cellar Door,Ayalon,R
YP,24-12-25,22:30,Cellar Door,Beer Sheva,R
YP,24-12-25,22:00,Cellar Door,Haifa,R
YP,24-12-25,21:45,Cellar Door,Jerusalem,R
ML,24-12-25,20:25,Cocorico,Netanya,R
YP,24-12-25,15:20,Cocorico,Rishon Letzion,R
YP,24-12-25,17:40,Cocorico,Rishon Letzion,R
YP,24-12-25,17:00,Cocorico,Ayalon,R
YP,24-12-25,19:00,Cocorico,Ayalon,R
YP,24-12-25,14:10,Cocorico,Beer Sheva,R
YP,24-12-25,16:20,Cocorico,Haifa,R
YP,24-12-25,18:50,Cocorico,Haifa,R
YP,24-12-25,17:10,Cocorico,Jerusalem,R
YP,24-12-25,22:00,Cocorico,Jerusalem,R
HC,24-12-25,18:20,Cocorico,Kiryat Bialik,R
HC,24-12-25,15:15,Cocorico,Haifa,R
HC,24-12-25,19:15,Cocorico,Haifa,R
LC,24-12-25,18:30,Emilia Pérez,Tel Aviv,R
ML,24-12-25,18:45,Gladiator II,Carmiel,R
ML,24-12-25,21:30,Gladiator II,Netanya,R
HC,24-12-25,15:15,Gladiator II,Kiryat Bialik,R
HC,24-12-25,17:30,Gladiator II,Kiryat Bialik,R
HC,24-12-25,20:30,Gladiator II,Kiryat Bialik,R
HC,24-12-25,20:10,Gladiator II,Haifa,R
HC,24-12-25,21:00,Gladiator II,Kfar Saba,R
HC,24-12-25,20:15,Gladiator II,Modiin,R
HC,24-12-25,20:40,Gladiator II,Ashkelon,R
YP,24-12-25,14:00,Gladiator II,Rishon Letzion,R
YP,24-12-25,21:15,Gladiator II,Rishon Letzion,R
YP,24-12-25,19:50,Gladiator II,Ayalon,R
YP,24-12-25,17:30,Gladiator II,Beer Sheva,R
YP,24-12-25,17:30,Gladiator II,Zichron Yaakov,R
YP,24-12-25,14:20,Gladiator II,Haifa,R
YP,24-12-25,17:15,Gladiator II,Haifa,R
YP,24-12-25,20:15,Gladiator II,Haifa,R
YP,24-12-25,21:45,Gladiator II,Haifa,VIP
RH,24-12-25,21:50,Gladiator II,Givataim,R
ML,24-12-25,19:15,Here,Carmiel,R
ML,24-12-25,13:35,Here,Haifa,UPGRADE
ML,24-12-25,19:40,Here,Netanya,R
HC,24-12-25,19:30,Here,Carmiel,R
YP,24-12-25,14:40,Here,Rishon Letzion,R
YP,24-12-25,15:15,Here,Ayalon,R
YP,24-12-25,14:30,Here,Beer Sheva,R
YP,24-12-25,19:15,Here,Zichron Yaakov,R
YP,24-12-25,16:50,Here,Haifa,R
YP,24-12-25,16:15,Here,Jerusalem,R
ML,24-12-25,21:35,Here Now,Netanya,R
YP,24-12-25,19:45,Here Now,Rishon Letzion,R
YP,24-12-25,21:40,Here Now,Ayalon,R
YP,24-12-25,17:00,Here Now,Beer Sheva,R
YP,24-12-25,21:30,Here Now,Zichron Yaakov,R
YP,24-12-25,20:50,Here Now,Haifa,R
YP,24-12-25,19:30,Here Now,Jerusalem,R
ML,24-12-25,21:50,Heretic,Carmiel,UPGRADE
ML,24-12-25,22:05,Heretic,Netanya,R
HC,24-12-25,22:00,Heretic,Modiin,R
YP,24-12-25,22:10,Heretic,Rishon Letzion,R
YP,24-12-25,22:15,Heretic,Beer Sheva,R
YP,24-12-25,16:45,Io Capitano,Ayalon,R
YP,24-12-25,16:20,Io Capitano,Beer Sheva,R
YP,24-12-25,21:15,Io Capitano,Haifa,R
YP,24-12-25,17:00,Io Capitano,Jerusalem,R
ML,24-12-25,19:00,Kraven the Hunter,Carmiel,R
ML,24-12-25,21:40,Kraven the Hunter,Carmiel,R
ML,24-12-25,21:35,Kraven the Hunter,Haifa,UPGRADE
ML,24-12-25,19:30,Kraven the Hunter,Netanya,R
ML,24-12-25,22:40,Kraven the Hunter,Netanya,R
CC,24-12-25,19:00,Kraven the Hunter,Glilot,R
CC,24-12-25,22:00,Kraven the Hunter,Rishon Letzion,R
CC,24-12-25,21:00,Kraven the Hunter,Jerusalem,R
CC,24-12-25,20:20,Kraven the Hunter,Kfar Saba,R
CC,24-12-25,22:00,Kraven the Hunter,Netanya,R
CC,24-12-25,21:50,Kraven the Hunter,Beer Sheva,R
CC,24-12-25,18:30,Kraven the Hunter,Chadera,R
CC,24-12-25,19:10,Kraven the Hunter,Ashdod,R
HC,24-12-25,19:15,Kraven the Hunter,Carmiel,R
HC,24-12-25,21:45,Kraven the Hunter,Carmiel,R
HC,24-12-25,21:05,Kraven the Hunter,Nahariya,R
HC,24-12-25,16:30,Kraven the Hunter,Kiryat Bialik,R
HC,24-12-25,19:10,Kraven the Hunter,Kiryat Bialik,R
HC,24-12-25,21:50,Kraven the Hunter,Kiryat Bialik,R
HC,24-12-25,18:00,Kraven the Hunter,Haifa,R
HC,24-12-25,20:40,Kraven the Hunter,Haifa,R
HC,24-12-25,20:45,Kraven the Hunter,Kfar Saba,R
HC,24-12-25,19:00,Kraven the Hunter,Petach Tikvah,R
HC,24-12-25,21:40,Kraven the Hunter,Petach Tikvah,R
HC,24-12-25,19:10,Kraven the Hunter,Rehovot,R
HC,24-12-25,21:50,Kraven the Hunter,Rehovot,R
HC,24-12-25,19:00,Kraven the Hunter,Ashdod,R
HC,24-12-25,19:00,Kraven the Hunter,Ashkelon,R
HC,24-12-25,21:30,Kraven the Hunter,Ashkelon,R
YP,24-12-25,14:00,Kraven the Hunter,Rishon Letzion,R
YP,24-12-25,16:40,Kraven the Hunter,Rishon Letzion,R
YP,24-12-25,19:15,Kraven the Hunter,Rishon Letzion,R
YP,24-12-25,21:15,Kraven the Hunter,Rishon Letzion,R
YP,24-12-25,21:50,Kraven the Hunter,Rishon Letzion,R
YP,24-12-25,20:30,Kraven the Hunter,Rishon Letzion,VIP
YP,24-12-25,16:30,Kraven the Hunter,Ayalon,R
YP,24-12-25,19:10,Kraven the Hunter,Ayalon,R
YP,24-12-25,21:45,Kraven the Hunter,Ayalon,R
YP,24-12-25,14:00,Kraven the Hunter,Beer Sheva,R
YP,24-12-25,16:40,Kraven the Hunter,Beer Sheva,R
YP,24-12-25,19:15,Kraven the Hunter,Beer Sheva,R
YP,24-12-25,21:50,Kraven the Hunter,Beer Sheva,R
YP,24-12-25,14:40,Kraven the Hunter,Zichron Yaakov,R
YP,24-12-25,17:20,Kraven the Hunter,Zichron Yaakov,R
YP,24-12-25,20:00,Kraven the Hunter,Zichron Yaakov,R
YP,24-12-25,20:45,Kraven the Hunter,Zichron Yaakov,VIP
YP,24-12-25,14:10,Kraven the Hunter,Haifa,R
YP,24-12-25,16:45,Kraven the Hunter,Haifa,R
YP,24-12-25,19:20,Kraven the Hunter,Haifa,R
YP,24-12-25,21:15,Kraven the Hunter,Haifa,R
YP,24-12-25,22:00,Kraven the Hunter,Haifa,R
YP,24-12-25,21:15,Kraven the Hunter,Haifa,VIP
YP,24-12-25,15:15,Kraven the Hunter,Jerusalem,R
YP,24-12-25,18:00,Kraven the Hunter,Jerusalem,R
YP,24-12-25,19:10,Kraven the Hunter,Jerusalem,R
YP,24-12-25,20:45,Kraven the Hunter,Jerusalem,R
RH,24-12-25,21:50,Kraven the Hunter,Givataim,R
RH,24-12-25,21:50,Kraven the Hunter,Kiryat Ono,R
YP,24-12-25,16:45,Lee,Rishon Letzion,R
YP,24-12-25,14:30,Lee,Ayalon,R
YP,24-12-25,19:15,Lee,Ayalon,R
YP,24-12-25,16:30,Lee,Beer Sheva,R
YP,24-12-25,19:00,Lee,Beer Sheva,R
HC,24-12-25,14:45,Lee,Haifa,R
YP,24-12-25,18:50,Lee,Zichron Yaakov,R
YP,24-12-25,18:45,Lee,Haifa,R
YP,24-12-25,20:50,Lee,Jerusalem,R
RH,24-12-25,21:50,Lee,Givataim,R
RH,24-12-25,19:15,Lee,Kiryat Ono,R
YP,24-12-25,14:30,"Love, Classified",Rishon Letzion,R
YP,24-12-25,21:10,"Love, Classified",Ayalon,R
YP,24-12-25,19:00,"Love, Classified",Haifa,R
YP,24-12-25,15:15,"Love, Classified",Jerusalem,R
HC,24-12-25,20:30,Matchmaking 2,Haifa,R
HC,24-12-25,19:40,Matchmaking 2,Modiin,R
YP,24-12-25,14:00,Matchmaking 2,Rishon Letzion,R
YP,24-12-25,19:00,Matchmaking 2,Rishon Letzion,R
YP,24-12-25,22:10,Matchmaking 2,Beer Sheva,R
YP,24-12-25,22:00,Matchmaking 2,Haifa,R
ML,24-12-25,17:15,Moana 2,Carmiel,R
ML,24-12-25,19:35,Moana 2,Carmiel,UPGRADE
ML,24-12-25,21:55,Moana 2,Carmiel,UPGRADE
LC,24-12-25,16:00,Moana 2,Tel Aviv,R
LC,24-12-25,16:45,Moana 2,Raanana,R
ML,24-12-25,16:50,Moana 2,Haifa,R
ML,24-12-25,19:55,Moana 2,Haifa,UPGRADE
ML,24-12-25,17:10,Moana 2,Netanya,R
ML,24-12-25,19:45,Moana 2,Netanya,R
ML,24-12-25,22:10,Moana 2,Netanya,R
ML,24-12-25,13:45,Moana 2,Glilot,UPGRADE
HC,24-12-25,17:15,Moana 2,Carmiel,R
HC,24-12-25,19:15,Moana 2,Carmiel,R
HC,24-12-25,21:25,Moana 2,Carmiel,R
HC,24-12-25,16:30,Moana 2,Nahariya,R
HC,24-12-25,17:00,Moana 2,Kiryat Bialik,R
HC,24-12-25,19:30,Moana 2,Kiryat Bialik,R
HC,24-12-25,21:40,Moana 2,Kiryat Bialik,R
HC,24-12-25,17:30,Moana 2,Haifa,R
HC,24-12-25,19:40,Moana 2,Haifa,R
HC,24-12-25,20:50,Moana 2,Kfar Saba,R
HC,24-12-25,14:10,Moana 2,Petach Tikvah,R
HC,24-12-25,14:45,Moana 2,Petach Tikvah,R
HC,24-12-25,17:00,Moana 2,Petach Tikvah,R
HC,24-12-25,21:50,Moana 2,Petach Tikvah,R
HC,24-12-25,17:50,Moana 2,Modiin,R
HC,24-12-25,19:20,Moana 2,Modiin,R
HC,24-12-25,21:30,Moana 2,Modiin,R
HC,24-12-25,17:00,Moana 2,Rehovot,R
HC,24-12-25,22:10,Moana 2,Rehovot,R
HC,24-12-25,15:30,Moana 2,Ashdod,R
HC,24-12-25,21:00,Moana 2,Ashdod,R
HC,24-12-25,20:30,Moana 2,Ashkelon,R
HC,24-12-25,21:35,Moana 2,Ashkelon,R
YP,24-12-25,19:00,Moana 2,Rishon Letzion,R
YP,24-12-25,20:00,Moana 2,Rishon Letzion,R
YP,24-12-25,21:40,Moana 2,Rishon Letzion,R
