cinema,date,time,title,snif,type
HC,07/10/2024,19:00,Joker: Folie à Deux,Haifa,R
ML,25/10/2024,21:55,1 Million Followers,Netanya,R
ML,25/10/2024,00:15,1 Million Followers,Netanya,R
CC,25/10/2024,23:45,1 Million Followers,Glilot,R
CC,25/10/2024,19:05,1 Million Followers,Rishon Letzion,R
CC,25/10/2024,21:30,1 Million Followers,Rishon Letzion,R
YP,25/10/2024,00:30,1 Million Followers,Rishon Letzion,R
YP,25/10/2024,19:30,1 Million Followers,Ayalon,R
YP,25/10/2024,21:15,1 Million Followers,Beer Sheva,R
YP,25/10/2024,23:30,1 Million Followers,Beer Sheva,R
YP,25/10/2024,00:30,1 Million Followers,Zichron Yaakov,R
YP,25/10/2024,19:45,1 Million Followers,Haifa,R
YP,25/10/2024,00:10,1 Million Followers,Jerusalem,R
CC,25/10/2024,19:00,Adios Buenos Aires,Glilot,R
CC,25/10/2024,23:30,Bad Boys: Ride or Die,Glilot,R
YP,25/10/2024,00:00,Bad Genius,Rishon Letzion,R
YP,25/10/2024,00:10,Bad Genius,Jerusalem,R
HC,25/10/2024,16:15,Beetlejuice Beetlejuice,Kiryat Bialik,R
HC,25/10/2024,18:30,Beetlejuice Beetlejuice,Kiryat Bialik,R
HC,25/10/2024,17:30,Beetlejuice Beetlejuice,Haifa,R
HC,25/10/2024,19:45,Beetlejuice Beetlejuice,Haifa,R
HC,25/10/2024,16:45,Beetlejuice Beetlejuice,Kfar Saba,Premium
HC,25/10/2024,20:15,Beetlejuice Beetlejuice,Kfar Saba,R
CC,25/10/2024,19:40,Beetlejuice Beetlejuice,Glilot,R
CC,25/10/2024,21:30,Beetlejuice Beetlejuice,Ashdod,R
YP,25/10/2024,19:20,Beetlejuice Beetlejuice,Rishon Letzion,R
YP,25/10/2024,21:30,Beetlejuice Beetlejuice,Beer Sheva,R
YP,25/10/2024,00:30,Beetlejuice Beetlejuice,Haifa,R
HC,25/10/2024,19:40,Black Tea,Kiryat Bialik,R
HC,25/10/2024,19:30,Black Tea,Haifa,R
YP,25/10/2024,17:30,Black Tea,Rishon Letzion,R
YP,25/10/2024,19:45,Black Tea,Rishon Letzion,R
YP,25/10/2024,22:10,Black Tea,Rishon Letzion,R
YP,25/10/2024,00:30,Black Tea,Rishon Letzion,R
YP,25/10/2024,17:15,Black Tea,Ayalon,R
YP,25/10/2024,19:30,Black Tea,Ayalon,R
YP,25/10/2024,21:50,Black Tea,Ayalon,R
YP,25/10/2024,00:15,Black Tea,Ayalon,R
YP,25/10/2024,17:45,Black Tea,Beer Sheva,R
YP,25/10/2024,20:00,Black Tea,Beer Sheva,R
YP,25/10/2024,22:15,Black Tea,Beer Sheva,R
YP,25/10/2024,00:30,Black Tea,Beer Sheva,R
YP,25/10/2024,17:00,Black Tea,Haifa,R
YP,25/10/2024,22:10,Black Tea,Haifa,R
YP,25/10/2024,00:30,Black Tea,Haifa,R
YP,25/10/2024,16:30,Black Tea,Jerusalem,R
YP,25/10/2024,19:00,Black Tea,Jerusalem,R
YP,25/10/2024,21:30,Black Tea,Jerusalem,R
YP,25/10/2024,23:50,Black Tea,Jerusalem,R
CC,25/10/2024,00:10,Blink Twice,Glilot,R
YP,25/10/2024,00:15,Blink Twice,Beer Sheva,R
CC,25/10/2024,23:40,Cash Out,Rishon Letzion,R
LC,25/10/2024,17:00,Come Closer,Raanana,R
LC,25/10/2024,21:40,Come Closer,Raanana,R
LC,25/10/2024,19:15,Come Closer,Tel Aviv,R
LC,25/10/2024,21:40,Come Closer,Tel Aviv,R
HC,25/10/2024,20:00,Come Closer,Kiryat Bialik,R
HC,25/10/2024,16:50,Come Closer,Haifa,R
HC,25/10/2024,19:20,Come Closer,Haifa,R
HC,25/10/2024,21:40,Come Closer,Haifa,R
HC,25/10/2024,19:20,Come Closer,Kfar Saba,R
HC,25/10/2024,18:15,Come Closer,Modiin,R
HC,25/10/2024,20:45,Come Closer,Rehovot,R
CC,25/10/2024,19:20,Come Closer,Glilot,R
CC,25/10/2024,21:50,Come Closer,Glilot,R
CC,25/10/2024,18:20,Come Closer,Kfar Saba,Prime
CC,25/10/2024,19:00,Come Closer,Chadera,Prime
CC,25/10/2024,18:50,Come Closer,Ashdod,R
YP,25/10/2024,19:45,Come Closer,Rishon Letzion,R
YP,25/10/2024,22:00,Come Closer,Rishon Letzion,R
YP,25/10/2024,19:20,Come Closer,Ayalon,R
YP,25/10/2024,22:00,Come Closer,Haifa,R
YP,25/10/2024,19:00,Come Closer,Jerusalem,R
Rav Hen,25/10/2024,19:30,Come Closer,Givataim,R
HC,25/10/2024,19:10,Deadpool & Wolverine,Kiryat Bialik,R
HC,25/10/2024,21:50,Deadpool & Wolverine,Kiryat Bialik,R
HC,25/10/2024,22:50,Deadpool & Wolverine,Haifa,R
HC,25/10/2024,21:45,Deadpool & Wolverine,Kfar Saba,R
HC,25/10/2024,21:20,Deadpool & Wolverine,Petach Tikvah,R
CC,25/10/2024,19:30,Deadpool & Wolverine,Rishon Letzion,R
CC,25/10/2024,19:40,Deadpool & Wolverine,Beer Sheva,R
CC,25/10/2024,23:40,Deadpool & Wolverine,Chadera,R
CC,25/10/2024,22:00,Deadpool & Wolverine,Ashdod,R
YP,25/10/2024,21:00,Deadpool & Wolverine,Rishon Letzion,R
YP,25/10/2024,23:40,Deadpool & Wolverine,Rishon Letzion,R
YP,25/10/2024,19:10,Deadpool & Wolverine,Ayalon,R
YP,25/10/2024,21:50,Deadpool & Wolverine,Ayalon,R
CC,25/10/2024,00:20,Hellboy: The Crooked Man,Glilot,R
YP,25/10/2024,21:45,Hellboy: The Crooked Man,Rishon Letzion,R
YP,25/10/2024,00:30,Hellboy: The Crooked Man,Ayalon,R
YP,25/10/2024,18:15,Hellboy: The Crooked Man,Zichron Yaakov,R
YP,25/10/2024,22:00,Hellboy: The Crooked Man,Haifa,R
YP,25/10/2024,00:00,Hellboy: The Crooked Man,Jerusalem,R
CC,25/10/2024,21:30,It Ends with Us,Glilot,R
CC,25/10/2024,19:20,It Ends with Us,Rishon Letzion,R
CC,25/10/2024,22:10,It Ends with Us,Rishon Letzion,R
CC,25/10/2024,21:50,It Ends with Us,Netanya,Prime
CC,25/10/2024,19:20,It Ends with Us,Ashdod,R
HC,25/10/2024,19:15,It Ends with Us,Kiryat Bialik,R
HC,25/10/2024,19:10,It Ends with Us,Haifa,R
HC,25/10/2024,21:50,It Ends with Us,Haifa,R
HC,25/10/2024,19:00,It Ends with Us,Kfar Saba,R
HC,25/10/2024,21:10,It Ends with Us,Modiin,R
Rav Hen,25/10/2024,19:20,It Ends with Us,Givataim,R
LC,25/10/2024,21:00,Joker: Folie à Deux,Tel Aviv,R
ML,25/10/2024,18:45,Joker: Folie à Deux,Carmiel,R
ML,25/10/2024,18:00,Joker: Folie à Deux,Netanya,R
ML,25/10/2024,21:00,Joker: Folie à Deux,Netanya,R
YP,25/10/2024,17:50,Joker: Folie à Deux,Rishon Letzion,R
YP,25/10/2024,20:45,Joker: Folie à Deux,Rishon Letzion,R
YP,25/10/2024,23:40,Joker: Folie à Deux,Rishon Letzion,R
YP,25/10/2024,16:15,Joker: Folie à Deux,Ayalon,R
YP,25/10/2024,18:15,Joker: Folie à Deux,Ayalon,R
YP,25/10/2024,21:15,Joker: Folie à Deux,Ayalon,R
YP,25/10/2024,00:15,Joker: Folie à Deux,Ayalon,R
YP,25/10/2024,17:30,Joker: Folie à Deux,Beer Sheva,R
YP,25/10/2024,20:30,Joker: Folie à Deux,Beer Sheva,R
YP,25/10/2024,23:30,Joker: Folie à Deux,Beer Sheva,R
YP,25/10/2024,19:00,Joker: Folie à Deux,Zichron Yaakov,R
YP,25/10/2024,20:15,Joker: Folie à Deux,Zichron Yaakov,R
YP,25/10/2024,21:45,Joker: Folie à Deux,Zichron Yaakov,R
YP,25/10/2024,23:00,Joker: Folie à Deux,Zichron Yaakov,R
YP,25/10/2024,16:00,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,18:00,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,18:00,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,18:50,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,20:50,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,21:40,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,00:00,Joker: Folie à Deux,Haifa,R
YP,25/10/2024,17:30,Joker: Folie à Deux,Jerusalem,R
YP,25/10/2024,20:30,Joker: Folie à Deux,Jerusalem,R
YP,25/10/2024,23:20,Joker: Folie à Deux,Jerusalem,R
HC,25/10/2024,18:10,Joker: Folie à Deux,Nahariya,R
HC,25/10/2024,16:50,Joker: Folie à Deux,Kiryat Bialik,R
HC,25/10/2024,18:50,Joker: Folie à Deux,Kiryat Bialik,R
HC,25/10/2024,21:40,Joker: Folie à Deux,Kiryat Bialik,R
HC,25/10/2024,16:40,Joker: Folie à Deux,Haifa,R
HC,25/10/2024,19:15,Joker: Folie à Deux,Haifa,R
HC,25/10/2024,22:10,Joker: Folie à Deux,Haifa,R
HC,25/10/2024,19:40,Joker: Folie à Deux,Kfar Saba,R
HC,25/10/2024,18:30,Joker: Folie à Deux,Petach Tikvah,R
HC,25/10/2024,22:45,Joker: Folie à Deux,Modiin,R
HC,25/10/2024,19:00,Joker: Folie à Deux,Rehovot,R
HC,25/10/2024,19:10,Joker: Folie à Deux,Ashdod,R
HC,25/10/2024,23:20,Joker: Folie à Deux,Ashkelon,R
CC,25/10/2024,20:40,Joker: Folie à Deux,Glilot,R
CC,25/10/2024,23:50,Joker: Folie à Deux,Glilot,R
CC,25/10/2024,19:15,Joker: Folie à Deux,Rishon Letzion,R
CC,25/10/2024,20:45,Joker: Folie à Deux,Rishon Letzion,R
CC,25/10/2024,22:20,Joker: Folie à Deux,Rishon Letzion,R
CC,25/10/2024,21:20,Joker: Folie à Deux,Kfar Saba,R
CC,25/10/2024,18:40,Joker: Folie à Deux,Netanya,Prime
CC,25/10/2024,21:20,Joker: Folie à Deux,Beer Sheva,R
CC,25/10/2024,20:45,Joker: Folie à Deux,Chadera,R
CC,25/10/2024,18:50,Joker: Folie à Deux,Ashdod,R
LC,25/10/2024,16:00,Monster,Tel Aviv,R
CC,25/10/2024,19:20,My Hero Academia: You're Next,Glilot,R
LC,25/10/2024,16:40,My Old Ass,Jerusalem,R
LC,25/10/2024,17:15,My Old Ass,Tel Aviv,R
LC,25/10/2024,19:15,My Old Ass,Tel Aviv,R
LC,25/10/2024,21:15,My Old Ass,Tel Aviv,R
LC,25/10/2024,18:45,My Old Ass,Shoham,R
LC,25/10/2024,19:15,My Old Ass,Raanana,R
LC,25/10/2024,21:15,My Old Ass,Raanana,R
LC,25/10/2024,21:20,My Old Ass,Even Yehuda,R
ML,25/10/2024,19:45,My Old Ass,Netanya,R
HC,25/10/2024,22:20,My Old Ass,Kiryat Bialik,R
HC,25/10/2024,22:00,My Old Ass,Haifa,R
HC,25/10/2024,00:00,My Old Ass,Haifa,R
HC,25/10/2024,22:15,My Old Ass,Kfar Saba,R
CC,25/10/2024,21:00,My Old Ass,Glilot,R
