cinema,date,time,title,snif,type
YP,10/12/2024,22:10,"Love, Classified",Haifa,R
CC,10/12/2024,22:20,"Love, Classified",Jerusalem,R
CC,10/12/2024,22:00,"Love, Classified",Beer Sheva,R
HC,10/12/2024,22:10,"Love, Classified",Haifa,R
HC,10/12/2024,21:50,Matchmaking 2,Kiryat Bialik,R
HC,10/12/2024,22:00,Matchmaking 2,Haifa,R
HC,10/12/2024,21:50,Matchmaking 2,Petach Tikvah,R
HC,10/12/2024,21:50,Matchmaking 2,Modiin,R
HC,10/12/2024,21:50,Matchmaking 2,Rehovot,R
HC,10/12/2024,21:30,Matchmaking 2,Ashkelon,R
CC,10/12/2024,21:50,Matchmaking 2,Glilot,R
CC,10/12/2024,21:20,Matchmaking 2,Rishon Letzion,R
CC,10/12/2024,22:30,Matchmaking 2,Jerusalem,R
CC,10/12/2024,22:00,Matchmaking 2,Kfar Saba,R
CC,10/12/2024,22:20,Matchmaking 2,Netanya,R
CC,10/12/2024,21:30,Matchmaking 2,Beer Sheva,R
YP,10/12/2024,21:40,Matchmaking 2,Rishon Letzion,R
YP,10/12/2024,21:40,Matchmaking 2,Ayalon,R
ML,10/12/2024,21:35,Moana 2,Carmiel,UPGRADE
LC,10/12/2024,21:40,Moana 2,Raanana,R
LC,10/12/2024,21:40,Moana 2,Even Yehuda,R
ML,10/12/2024,22:20,Moana 2,Haifa,R
ML,10/12/2024,21:20,Moana 2,Netanya,UPGRADE
ML,10/12/2024,22:20,Moana 2,Netanya,R
HC,10/12/2024,21:30,Moana 2,Carmiel,R
HC,10/12/2024,21:20,Moana 2,Nahariya,R
HC,10/12/2024,22:00,Moana 2,Nahariya,R
HC,10/12/2024,21:15,Moana 2,Kiryat Bialik,R
HC,10/12/2024,22:00,Moana 2,Kiryat Bialik,R
HC,10/12/2024,21:40,Moana 2,Haifa,R
HC,10/12/2024,21:45,Moana 2,Kfar Saba,R
HC,10/12/2024,21:00,Moana 2,Modiin,R
HC,10/12/2024,21:30,Moana 2,Rehovot,R
HC,10/12/2024,21:45,Moana 2,Rehovot,R
HC,10/12/2024,21:10,Moana 2,Ashdod,R
HC,10/12/2024,21:45,Moana 2,Ashkelon,R
CC,10/12/2024,21:30,Moana 2,Glilot,R
CC,10/12/2024,21:20,Moana 2,Rishon Letzion,R
CC,10/12/2024,21:20,Moana 2,Jerusalem,R
CC,10/12/2024,21:50,Moana 2,Netanya,R
CC,10/12/2024,21:40,Moana 2,Beer Sheva,R
CC,10/12/2024,21:40,Moana 2,Ashdod,R
YP,10/12/2024,21:10,Moana 2,Rishon Letzion,R
YP,10/12/2024,22:10,Moana 2,Rishon Letzion,R
YP,10/12/2024,21:15,Moana 2,Rishon Letzion,VIP
YP,10/12/2024,22:00,Moana 2,Rishon Letzion,IMAX
YP,10/12/2024,21:40,Moana 2,Ayalon,R
YP,10/12/2024,22:00,Moana 2,Beer Sheva,R
YP,10/12/2024,21:20,Moana 2,Zichron Yaakov,VIP
YP,10/12/2024,21:50,Moana 2,Zichron Yaakov,R
YP,10/12/2024,21:20,Moana 2,Haifa,R
YP,10/12/2024,21:50,Moana 2,Jerusalem,R
RH,10/12/2024,22:00,Moana 2,Tel Aviv,R
RH,10/12/2024,21:50,Moana 2,Kiryat Ono,R
ML,10/12/2024,22:20,Red One,Haifa,UPGRADE
ML,10/12/2024,22:00,Red One,Netanya,R
HC,10/12/2024,21:35,Red One,Kiryat Bialik,R
HC,10/12/2024,21:50,Red One,Haifa,R
HC,10/12/2024,22:10,Red One,Kfar Saba,R
CC,10/12/2024,21:50,Red One,Chadera,R
YP,10/12/2024,21:30,Red One,Haifa,VIP
YP,10/12/2024,22:00,Red One,Haifa,R
LC,10/12/2024,21:20,State Property: Blood on the Streets,Tel Aviv,R
LC,10/12/2024,21:30,State Property: Blood on the Streets,Raanana,R
HC,10/12/2024,21:20,Take Me Home,Kfar Saba,R
LC,10/12/2024,22:00,The Braid,Raanana,R
HC,10/12/2024,21:45,The Braid,Haifa,R
HC,10/12/2024,21:40,The Braid,Petach Tikvah,R
CC,10/12/2024,21:40,The Lord of the Rings: The War of the Rohirrim,Glilot,R
CC,10/12/2024,22:00,The Lord of the Rings: The War of the Rohirrim,Jerusalem,R
CC,10/12/2024,21:50,The Lord of the Rings: The War of the Rohirrim,Ashdod,R
YP,10/12/2024,21:15,The Lord of the Rings: The War of the Rohirrim,Rishon Letzion,4DX
YP,10/12/2024,21:30,The Lord of the Rings: The War of the Rohirrim,Rishon Letzion,R
YP,10/12/2024,21:20,The Lord of the Rings: The War of the Rohirrim,Ayalon,R
YP,10/12/2024,21:15,The Lord of the Rings: The War of the Rohirrim,Beer Sheva,4DX
YP,10/12/2024,21:30,The Lord of the Rings: The War of the Rohirrim,Beer Sheva,R
YP,10/12/2024,21:15,The Lord of the Rings: The War of the Rohirrim,Jerusalem,4DX
RH,10/12/2024,21:50,The Lord of the Rings: The War of the Rohirrim,Givataim,R
RH,10/12/2024,21:45,The Lord of the Rings: The War of the Rohirrim,Tel Aviv,R
RH,10/12/2024,21:50,The Lord of the Rings: The War of the Rohirrim,Kiryat Ono,R
YP,10/12/2024,22:20,The Other Way Around,Ayalon,R
YP,10/12/2024,22:10,The Other Way Around,Haifa,R
YP,10/12/2024,22:00,The Other Way Around,Jerusalem,R
HC,10/12/2024,21:40,The Other Way Around,Kiryat Bialik,R
HC,10/12/2024,22:00,The Promised Land,Modiin,R
HC,10/12/2024,21:30,The Property,Haifa,R
HC,10/12/2024,21:35,The Property,Kfar Saba,R
YP,10/12/2024,21:15,The Property,Rishon Letzion,R
YP,10/12/2024,22:10,The Property,Ayalon,R
YP,10/12/2024,21:45,The Property,Beer Sheva,R
YP,10/12/2024,21:45,The Property,Zichron Yaakov,R
YP,10/12/2024,21:40,The Property,Haifa,R
YP,10/12/2024,21:15,The Property,Jerusalem,R
ML,10/12/2024,22:15,The Substance,Netanya,R
CC,10/12/2024,21:50,The Substance,Glilot,R
CC,10/12/2024,21:40,The Substance,Rishon Letzion,R
CC,10/12/2024,21:30,The Substance,Kfar Saba,R
CC,10/12/2024,21:15,The Substance,Chadera,R
HC,10/12/2024,21:45,The Substance,Kiryat Bialik,R
HC,10/12/2024,22:10,The Substance,Haifa,R
HC,10/12/2024,21:30,The Substance,Modiin,R
YP,10/12/2024,21:40,The Substance,Rishon Letzion,R
YP,10/12/2024,21:20,The Substance,Haifa,R
HC,10/12/2024,21:10,The Vanishing Soldier,Ashdod,R
YP,10/12/2024,21:45,Til Death Do Us Part,Rishon Letzion,R
CC,10/12/2024,21:15,Under Therapy,Glilot,R
YP,10/12/2024,22:30,Under Therapy,Ayalon,R
HC,10/12/2024,22:00,Venom: The Last Dance,Petach Tikvah,R
HC,10/12/2024,22:00,Venom: The Last Dance,Ashkelon,R
CC,10/12/2024,22:30,Venom: The Last Dance,Rishon Letzion,R
YP,10/12/2024,22:10,Venom: The Last Dance,Ayalon,R
YP,10/12/2024,22:00,Venom: The Last Dance,Haifa,VIP
YP,10/12/2024,22:00,Weekend in Taipei,Haifa,R
YP,10/12/2024,21:50,Weekend in Taipei,Jerusalem,R
ML,10/12/2024,21:40,Wicked: Part One,Haifa,UPGRADE
ML,10/12/2024,21:30,Wicked: Part One,Netanya,UPGRADE
ML,10/12/2024,21:55,Wicked: Part One,Glilot,UPGRADE
HC,10/12/2024,21:45,Wicked: Part One,Carmiel,R
HC,10/12/2024,21:50,Wicked: Part One,Kiryat Bialik,R
HC,10/12/2024,21:30,Wicked: Part One,Haifa,R
HC,10/12/2024,21:30,Wicked: Part One,Kfar Saba,R
HC,10/12/2024,21:00,Wicked: Part One,Petach Tikvah,R
HC,10/12/2024,21:30,Wicked: Part One,Modiin,R
HC,10/12/2024,21:10,Wicked: Part One,Rehovot,R
HC,10/12/2024,21:40,Wicked: Part One,Ashkelon,R
CC,10/12/2024,21:30,Wicked: Part One,Glilot,R
CC,10/12/2024,21:30,Wicked: Part One,Jerusalem,R
CC,10/12/2024,21:20,Wicked: Part One,Kfar Saba,Prime
CC,10/12/2024,21:10,Wicked: Part One,Chadera,R
CC,10/12/2024,21:15,Wicked: Part One,Ashdod,R
YP,10/12/2024,21:30,Wicked: Part One,Rishon Letzion,R
YP,10/12/2024,21:30,Wicked: Part One,Jerusalem,IMAX
RH,10/12/2024,21:30,Wicked: Part One,Kiryat Ono,R
ML,11/12/2024,16:50,Cellar Door,Carmiel,R
ML,11/12/2024,19:10,Cellar Door,Carmiel,R
ML,11/12/2024,22:00,Cellar Door,Carmiel,R
ML,11/12/2024,13:30,Cellar Door,Haifa,UPGRADE
ML,11/12/2024,19:30,Cellar Door,Haifa,UPGRADE
ML,11/12/2024,22:15,Cellar Door,Haifa,R
ML,11/12/2024,20:00,Cellar Door,Netanya,R
ML,11/12/2024,21:30,Cellar Door,Netanya,R
YP,11/12/2024,14:00,Cellar Door,Rishon Letzion,R
YP,11/12/2024,15:00,Cellar Door,Rishon Letzion,R
YP,11/12/2024,17:15,Cellar Door,Rishon Letzion,R
YP,11/12/2024,19:20,Cellar Door,Rishon Letzion,R
YP,11/12/2024,21:20,Cellar Door,Rishon Letzion,R
YP,11/12/2024,18:00,Cellar Door,Ayalon,R
YP,11/12/2024,20:10,Cellar Door,Ayalon,R
YP,11/12/2024,22:15,Cellar Door,Ayalon,R
YP,11/12/2024,17:05,Cellar Door,Beer Sheva,R
YP,11/12/2024,19:20,Cellar Door,Beer Sheva,R
YP,11/12/2024,22:00,Cellar Door,Beer Sheva,R
YP,11/12/2024,17:20,Cellar Door,Zichron Yaakov,R
YP,11/12/2024,19:30,Cellar Door,Zichron Yaakov,R
YP,11/12/2024,22:00,Cellar Door,Zichron Yaakov,R
YP,11/12/2024,17:30,Cellar Door,Haifa,R
YP,11/12/2024,19:40,Cellar Door,Haifa,R
YP,11/12/2024,21:45,Cellar Door,Haifa,R
YP,11/12/2024,15:00,Cellar Door,Jerusalem,R
YP,11/12/2024,17:10,Cellar Door,Jerusalem,R
YP,11/12/2024,19:30,Cellar Door,Jerusalem,R
YP,11/12/2024,21:40,Cellar Door,Jerusalem,R
CC,11/12/2024,19:50,Cellar Door,Glilot,R
CC,11/12/2024,22:10,Cellar Door,Glilot,R
CC,11/12/2024,14:00,Cellar Door,Rishon Letzion,R
CC,11/12/2024,16:30,Cellar Door,Rishon Letzion,R
CC,11/12/2024,19:00,Cellar Door,Rishon Letzion,R
CC,11/12/2024,21:30,Cellar Door,Rishon Letzion,R
CC,11/12/2024,22:45,Cellar Door,Rishon Letzion,VIP
CC,11/12/2024,14:00,Cellar Door,Jerusalem,R
CC,11/12/2024,16:30,Cellar Door,Jerusalem,R
CC,11/12/2024,21:20,Cellar Door,Jerusalem,R
CC,11/12/2024,14:00,Cellar Door,Kfar Saba,R
CC,11/12/2024,19:30,Cellar Door,Kfar Saba,R
CC,11/12/2024,22:00,Cellar Door,Kfar Saba,R
CC,11/12/2024,14:30,Cellar Door,Netanya,R
CC,11/12/2024,19:50,Cellar Door,Netanya,R
CC,11/12/2024,22:10,Cellar Door,Netanya,R
CC,11/12/2024,19:50,Cellar Door,Beer Sheva,R
CC,11/12/2024,22:20,Cellar Door,Beer Sheva,R
CC,11/12/2024,14:00,Cellar Door,Chadera,R
CC,11/12/2024,19:40,Cellar Door,Chadera,R
CC,11/12/2024,22:00,Cellar Door,Chadera,R
CC,11/12/2024,19:30,Cellar Door,Ashdod,R
CC,11/12/2024,22:00,Cellar Door,Ashdod,R
HC,11/12/2024,17:10,Cellar Door,Carmiel,R
HC,11/12/2024,22:00,Cellar Door,Carmiel,R
HC,11/12/2024,20:00,Cellar Door,Kiryat Bialik,R
HC,11/12/2024,22:10,Cellar Door,Kiryat Bialik,R
HC,11/12/2024,17:00,Cellar Door,Haifa,R
HC,11/12/2024,19:10,Cellar Door,Haifa,R
HC,11/12/2024,21:20,Cellar Door,Haifa,R
HC,11/12/2024,17:30,Cellar Door,Kfar Saba,R
HC,11/12/2024,20:00,Cellar Door,Kfar Saba,R
HC,11/12/2024,22:10,Cellar Door,Kfar Saba,R
HC,11/12/2024,20:50,Cellar Door,Ashkelon,R
HC,11/12/2024,22:00,Cellar Door,Ashkelon,R
RH,11/12/2024,17:00,Cellar Door,Givataim,R
RH,11/12/2024,19:30,Cellar Door,Givataim,R
RH,11/12/2024,22:00,Cellar Door,Givataim,R
YP,11/12/2024,15:20,Eid Mubarak,Beer Sheva,R
YP,11/12/2024,15:00,Eid Mubarak,Zichron Yaakov,R
YP,11/12/2024,14:00,Eid Mubarak,Haifa,R
YP,11/12/2024,20:10,Eid Mubarak,Haifa,R
YP,11/12/2024,14:00,Eid Mubarak,Jerusalem,R
YP,11/12/2024,16:00,Eid Mubarak,Jerusalem,R
YP,11/12/2024,21:20,Elevation,Haifa,R
LC,11/12/2024,16:10,Emilia Pérez,Tel Aviv,R
LC,11/12/2024,21:05,Emilia Pérez,Tel Aviv,R
LC,11/12/2024,20:30,Emilia Pérez,Even Yehuda,R
LC,11/12/2024,21:20,Emilia Pérez,Raanana,R
CC,11/12/2024,18:50,Emilia Pérez,Glilot,R
HC,11/12/2024,16:30,Emilia Pérez,Haifa,R
HC,11/12/2024,19:10,Emilia Pérez,Haifa,R
YP,11/12/2024,15:20,Emilia Pérez,Ayalon,R
LC,11/12/2024,11:00,Fallen Leaves,Tel Aviv,R
ML,11/12/2024,18:30,Gladiator II,Carmiel,UPGRADE
ML,11/12/2024,21:20,Gladiator II,Carmiel,R
ML,11/12/2024,20:50,Gladiator II,Haifa,UPGRADE
LC,11/12/2024,13:20,Gladiator II,Tel Aviv,R
ML,11/12/2024,22:30,Gladiator II,Netanya,R
ML,11/12/2024,21:35,Gladiator II,Glilot,UPGRADE
HC,11/12/2024,18:30,Gladiator II,Carmiel,R
HC,11/12/2024,22:00,Gladiator II,Nahariya,R
HC,11/12/2024,14:00,Gladiator II,Kiryat Bialik,R
HC,11/12/2024,16:00,Gladiator II,Kiryat Bialik,R
HC,11/12/2024,19:00,Gladiator II,Kiryat Bialik,R
HC,11/12/2024,22:00,Gladiator II,Kiryat Bialik,R
HC,11/12/2024,16:00,Gladiator II,Haifa,R
HC,11/12/2024,20:00,Gladiator II,Haifa,R
HC,11/12/2024,22:10,Gladiator II,Haifa,R
HC,11/12/2024,17:00,Gladiator II,Kfar Saba,R
HC,11/12/2024,18:20,Gladiator II,Kfar Saba,R
HC,11/12/2024,20:10,Gladiator II,Kfar Saba,R
HC,11/12/2024,21:30,Gladiator II,Kfar Saba,R
HC,11/12/2024,14:50,Gladiator II,Petach Tikvah,R
HC,11/12/2024,19:00,Gladiator II,Petach Tikvah,R
HC,11/12/2024,21:20,Gladiator II,Modiin,R
HC,11/12/2024,22:00,Gladiator II,Modiin,R
HC,11/12/2024,20:30,Gladiator II,Rehovot,R
HC,11/12/2024,21:00,Gladiator II,Ashdod,R
HC,11/12/2024,21:40,Gladiator II,Ashkelon,R
CC,11/12/2024,14:00,Gladiator II,Glilot,R
CC,11/12/2024,15:40,Gladiator II,Glilot,R
CC,11/12/2024,20:00,Gladiator II,Glilot,R
CC,11/12/2024,21:40,Gladiator II,Glilot,R
CC,11/12/2024,21:45,Gladiator II,Glilot,VIP
CC,11/12/2024,15:00,Gladiator II,Rishon Letzion,R
CC,11/12/2024,18:30,Gladiator II,Rishon Letzion,R
CC,11/12/2024,21:15,Gladiator II,Rishon Letzion,R
CC,11/12/2024,19:30,Gladiator II,Rishon Letzion,VIP
CC,11/12/2024,21:15,Gladiator II,Rishon Letzion,VIP
CC,11/12/2024,20:15,Gladiator II,Jerusalem,R
CC,11/12/2024,21:30,Gladiator II,Kfar Saba,R
CC,11/12/2024,22:00,Gladiator II,Netanya,R
CC,11/12/2024,21:50,Gladiator II,Chadera,R
CC,11/12/2024,20:40,Gladiator II,Ashdod,R
YP,11/12/2024,14:00,Gladiator II,Rishon Letzion,R
YP,11/12/2024,17:00,Gladiator II,Rishon Letzion,R
YP,11/12/2024,20:30,Gladiator II,Rishon Letzion,R
YP,11/12/2024,21:00,Gladiator II,Rishon Letzion,R
YP,11/12/2024,17:30,Gladiator II,Rishon Letzion,VIP
YP,11/12/2024,20:45,Gladiator II,Rishon Letzion,VIP
YP,11/12/2024,21:00,Gladiator II,Rishon Letzion,SCREENX
YP,11/12/2024,20:50,Gladiator II,Ayalon,R
YP,11/12/2024,15:00,Gladiator II,Beer Sheva,R
YP,11/12/2024,18:00,Gladiator II,Beer Sheva,R
YP,11/12/2024,21:00,Gladiator II,Beer Sheva,R
YP,11/12/2024,20:30,Gladiator II,Beer Sheva,VIP
YP,11/12/2024,20:40,Gladiator II,Beer Sheva,SCREENX
YP,11/12/2024,14:30,Gladiator II,Zichron Yaakov,R
YP,11/12/2024,20:30,Gladiator II,Zichron Yaakov,R
YP,11/12/2024,14:30,Gladiator II,Haifa,R
YP,11/12/2024,14:30,Gladiator II,Haifa,R
YP,11/12/2024,17:30,Gladiator II,Haifa,R
YP,11/12/2024,20:30,Gladiator II,Haifa,R
YP,11/12/2024,17:45,Gladiator II,Haifa,VIP
YP,11/12/2024,20:30,Gladiator II,Haifa,VIP
YP,11/12/2024,21:00,Gladiator II,Haifa,VIP
YP,11/12/2024,20:30,Gladiator II,Haifa,SCREENX
YP,11/12/2024,14:15,Gladiator II,Jerusalem,R
YP,11/12/2024,17:15,Gladiator II,Jerusalem,R
YP,11/12/2024,20:15,Gladiator II,Jerusalem,R
RH,11/12/2024,21:30,Gladiator II,Givataim,R
ML,11/12/2024,19:30,Here,Carmiel,R
ML,11/12/2024,22:00,Here,Carmiel,R
LC,11/12/2024,19:10,Here,Raanana,R
LC,11/12/2024,22:00,Here,Raanana,R
LC,11/12/2024,11:00,Here,Tel Aviv,R
LC,11/12/2024,16:20,Here,Tel Aviv,R
LC,11/12/2024,18:50,Here,Tel Aviv,R
LC,11/12/2024,21:20,Here,Tel Aviv,R
ML,11/12/2024,14:40,Here,Haifa,R
ML,11/12/2024,19:30,Here,Haifa,R
ML,11/12/2024,22:00,Here,Haifa,R
ML,11/12/2024,16:35,Here,Netanya,R
ML,11/12/2024,19:50,Here,Netanya,R
ML,11/12/2024,22:10,Here,Netanya,R
ML,11/12/2024,14:40,Here,Glilot,UPGRADE
YP,11/12/2024,14:00,Here,Rishon Letzion,R
YP,11/12/2024,17:15,Here,Rishon Letzion,R
YP,11/12/2024,19:30,Here,Rishon Letzion,R
YP,11/12/2024,21:45,Here,Rishon Letzion,R
YP,11/12/2024,22:10,Here,Rishon Letzion,VIP
YP,11/12/2024,17:30,Here,Ayalon,R
YP,11/12/2024,19:45,Here,Ayalon,R
YP,11/12/2024,22:10,Here,Ayalon,R
YP,11/12/2024,17:10,Here,Beer Sheva,R
YP,11/12/2024,19:30,Here,Beer Sheva,R
YP,11/12/2024,21:45,Here,Beer Sheva,R
YP,11/12/2024,17:15,Here,Zichron Yaakov,R
YP,11/12/2024,19:30,Here,Zichron Yaakov,R
YP,11/12/2024,21:45,Here,Zichron Yaakov,R
YP,11/12/2024,17:30,Here,Haifa,R
YP,11/12/2024,19:45,Here,Haifa,R
YP,11/12/2024,22:00,Here,Haifa,R
YP,11/12/2024,18:00,Here,Jerusalem,R
YP,11/12/2024,20:10,Here,Jerusalem,R
YP,11/12/2024,22:20,Here,Jerusalem,R
HC,11/12/2024,18:40,Here,Carmiel,R
HC,11/12/2024,14:10,Here,Kiryat Bialik,R
HC,11/12/2024,16:30,Here,Kiryat Bialik,R
HC,11/12/2024,19:15,Here,Kiryat Bialik,R
HC,11/12/2024,21:30,Here,Kiryat Bialik,R
HC,11/12/2024,14:15,Here,Haifa,R
HC,11/12/2024,17:20,Here,Haifa,R
HC,11/12/2024,19:35,Here,Haifa,R
HC,11/12/2024,21:50,Here,Haifa,R
HC,11/12/2024,17:20,Here,Kfar Saba,R
HC,11/12/2024,19:35,Here,Kfar Saba,R
HC,11/12/2024,21:50,Here,Kfar Saba,R
HC,11/12/2024,14:00,Here,Petach Tikvah,R
HC,11/12/2024,19:35,Here,Petach Tikvah,R
HC,11/12/2024,21:50,Here,Petach Tikvah,R
HC,11/12/2024,17:15,Here,Modiin,R
HC,11/12/2024,19:10,Here,Modiin,R
HC,11/12/2024,18:50,Here,Rehovot,R
HC,11/12/2024,21:10,Here,Rehovot,R
HC,11/12/2024,19:30,Here,Ashdod,R
HC,11/12/2024,19:00,Here,Ashkelon,R
CC,11/12/2024,14:00,Here,Glilot,R
CC,11/12/2024,16:20,Here,Glilot,R
