cinema,date,time,timeHref,title,snif,type
LC,25-01-01,13:00,562923,200% Wolf,Tel Aviv,R
LC,25-01-01,15:05,562916,200% Wolf,Tel Aviv,R
LC,25-01-01,16:10,562704,200% Wolf,Raanana,R
HC,25-01-01,12:30,2853,200% Wolf,Kiryat Bialik,R
HC,25-01-01,14:40,2853,200% Wolf,Kiryat Bialik,R
HC,25-01-01,16:50,2853,200% Wolf,Kiryat Bialik,R
HC,25-01-01,12:40,2853,200% Wolf,Haifa,R
HC,25-01-01,14:50,2853,200% Wolf,Haifa,R
HC,25-01-01,17:00,2853,200% Wolf,Haifa,R
HC,25-01-01,12:30,2853,200% Wolf,Kfar Saba,R
HC,25-01-01,12:50,2853,200% Wolf,Petach Tikvah,R
HC,25-01-01,14:50,2853,200% Wolf,Rehovot,R
HC,25-01-01,15:40,2853,200% Wolf,Ashdod,R
HC,25-01-01,12:50,2853,200% Wolf,Ashkelon,R
HC,25-01-01,20:05,2860,9 Bullets,Kiryat Bialik,R
HC,25-01-01,22:15,2860,9 Bullets,Kiryat Bialik,R
HC,25-01-01,20:10,2860,9 Bullets,Haifa,R
HC,25-01-01,22:20,2860,9 Bullets,Haifa,R
HC,25-01-01,22:30,2860,9 Bullets,Kfar Saba,R
CC,25-01-01,21:10,5393,9 Bullets,Glilot,R
CC,25-01-01,21:40,5393,9 Bullets,Rishon Letzion,R
CC,25-01-01,22:10,5393,9 Bullets,Rishon Letzion,R
CC,25-01-01,20:50,5393,9 Bullets,Jerusalem,R
CC,25-01-01,23:10,5393,9 Bullets,Jerusalem,R
CC,25-01-01,22:10,5393,9 Bullets,Kfar Saba,R
CC,25-01-01,21:20,5393,9 Bullets,Netanya,R
CC,25-01-01,23:40,5393,9 Bullets,Netanya,R
CC,25-01-01,21:00,5393,9 Bullets,Beer Sheva,R
CC,25-01-01,20:00,5393,9 Bullets,Chadera,R
CC,25-01-01,22:10,5393,9 Bullets,Chadera,R
CC,25-01-01,00:00,5393,9 Bullets,Chadera,R
CC,25-01-01,19:10,5393,9 Bullets,Ashdod,R
CC,25-01-01,21:40,5393,9 Bullets,Ashdod,R
CC,25-01-01,13:50,5241,9/11: I Was There,Glilot,R
CC,25-01-01,16:30,5241,9/11: I Was There,Glilot,R
CC,25-01-01,19:10,5241,9/11: I Was There,Glilot,R
CC,25-01-01,20:20,5241,9/11: I Was There,Glilot,R
CC,25-01-01,20:50,5241,9/11: I Was There,Glilot,R
CC,25-01-01,21:45,5241,9/11: I Was There,Glilot,R
CC,25-01-01,22:30,5241,9/11: I Was There,Glilot,R
CC,25-01-01,14:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,17:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,19:20,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,20:10,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,21:00,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,21:50,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,23:30,5241,9/11: I Was There,Rishon Letzion,R
CC,25-01-01,18:50,5241,9/11: I Was There,Jerusalem,R
CC,25-01-01,20:00,5241,9/11: I Was There,Jerusalem,R
CC,25-01-01,21:30,5241,9/11: I Was There,Jerusalem,R
CC,25-01-01,22:30,5241,9/11: I Was There,Jerusalem,R
CC,25-01-01,19:10,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-01,20:00,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-01,21:10,5241,9/11: I Was There,Kfar Saba,R
CC,25-01-01,19:00,5241,9/11: I Was There,Netanya,R
CC,25-01-01,19:50,5241,9/11: I Was There,Netanya,R
CC,25-01-01,21:50,5241,9/11: I Was There,Netanya,R
CC,25-01-01,14:00,5241,9/11: I Was There,Netanya,Prime
CC,25-01-01,19:20,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-01,21:00,5241,9/11: I Was There,Beer Sheva,R
CC,25-01-01,14:10,5241,9/11: I Was There,Chadera,R
CC,25-01-01,16:50,5241,9/11: I Was There,Chadera,R
CC,25-01-01,18:45,5241,9/11: I Was There,Chadera,R
CC,25-01-01,19:20,5241,9/11: I Was There,Chadera,R
CC,25-01-01,20:20,5241,9/11: I Was There,Chadera,R
CC,25-01-01,21:20,5241,9/11: I Was There,Chadera,R
CC,25-01-01,23:00,5241,9/11: I Was There,Chadera,R
CC,25-01-01,15:15,5241,9/11: I Was There,Ashdod,R
CC,25-01-01,18:30,5241,9/11: I Was There,Ashdod,R
CC,25-01-01,19:15,5241,9/11: I Was There,Ashdod,R
CC,25-01-01,20:50,5241,9/11: I Was There,Ashdod,R
CC,25-01-01,21:15,5241,9/11: I Was There,Ashdod,R
CC,25-01-01,22:00,5241,9/11: I Was There,Ashdod,R
HC,25-01-01,22:00,2833,Absolution,Haifa,R
YP,25-01-01,15:45,46671,And the Party Goes On,Ayalon,R
YP,25-01-01,13:50,67809,And the Party Goes On,Beer Sheva,R
YP,25-01-01,14:30,72501,And the Party Goes On,Haifa,R
LC,25-01-01,15:40,562919,Anora,Tel Aviv,R
LC,25-01-01,18:30,562907,Anora,Tel Aviv,R
LC,25-01-01,21:20,562908,Anora,Tel Aviv,R
LC,25-01-01,16:15,562950,Anora,Ramat Hasharon,R
LC,25-01-01,18:00,563078,Anora,Herziliya,R
LC,25-01-01,18:30,562705,Anora,Raanana,R
LC,25-01-01,21:30,562706,Anora,Raanana,R
LC,25-01-01,21:10,563041,Anora,Even Yehuda,R
YP,25-01-01,14:30,65965,Anora,Rishon Letzion,R
YP,25-01-01,20:10,46384,Anora,Ayalon,R
YP,25-01-01,23:00,46385,Anora,Ayalon,R
YP,25-01-01,14:30,67799,Anora,Beer Sheva,R
YP,25-01-01,20:10,67801,Anora,Beer Sheva,R
YP,25-01-01,23:00,67802,Anora,Beer Sheva,R
YP,25-01-01,21:30,57664,Anora,Zichron Yaakov,R
YP,25-01-01,16:30,72550,Anora,Haifa,R
CC,25-01-01,20:50,5386,Anora,Glilot,R
YP,25-01-01,13:40,68102,Anora,Jerusalem,R
YP,25-01-01,19:30,68104,Anora,Jerusalem,R
CC,25-01-01,21:00,5386,Anora,Rishon Letzion,R
CC,25-01-01,19:00,5386,Anora,Kfar Saba,R
RH,25-01-01,19:00,44009,Anora,Givataim,R
RH,25-01-01,21:50,21177,Anora,Kiryat Ono,R
YP,25-01-01,23:30,72449,Cellar Door,Haifa,R
CC,25-01-01,22:40,5374,Cellar Door,Rishon Letzion,R
CC,25-01-01,23:40,5374,Cellar Door,Chadera,R
CC,25-01-01,22:30,5374,Cellar Door,Ashdod,R
YP,25-01-01,21:40,67657,Cellar Door,Jerusalem,R
CC,25-01-01,21:20,5318,Classified,Ashdod,R
YP,25-01-01,15:30,68016,Classified,Jerusalem,R
YP,25-01-01,22:00,65941,Cocorico,Rishon Letzion,R
YP,25-01-01,16:00,67822,Cocorico,Beer Sheva,R
YP,25-01-01,19:20,72551,Cocorico,Haifa,R
YP,25-01-01,16:45,67655,Cocorico,Jerusalem,R
CC,25-01-01,19:30,5328,Emilia Pérez,Glilot,R
ML,25-01-01,20:20,61219,Gladiator II,Carmiel,R
HC,25-01-01,22:10,2768,Gladiator II,Carmiel,R
HC,25-01-01,19:00,2768,Gladiator II,Kiryat Bialik,R
HC,25-01-01,21:50,2768,Gladiator II,Kiryat Bialik,R
HC,25-01-01,19:10,2768,Gladiator II,Haifa,R
HC,25-01-01,22:10,2768,Gladiator II,Haifa,R
HC,25-01-01,17:00,2768,Gladiator II,Kfar Saba,R
HC,25-01-01,21:50,2768,Gladiator II,Kfar Saba,R
HC,25-01-01,20:00,2768,Gladiator II,Modiin,R
HC,25-01-01,20:20,2768,Gladiator II,Rehovot,R
HC,25-01-01,20:30,2768,Gladiator II,Ashdod,R
HC,25-01-01,20:15,2768,Gladiator II,Ashkelon,R
CC,25-01-01,20:45,5327,Gladiator II,Glilot,R
CC,25-01-01,20:45,5327,Gladiator II,Rishon Letzion,R
CC,25-01-01,23:30,5327,Gladiator II,Jerusalem,R
CC,25-01-01,22:10,5327,Gladiator II,Kfar Saba,R
CC,25-01-01,21:30,5327,Gladiator II,Netanya,R
CC,25-01-01,21:45,5327,Gladiator II,Beer Sheva,R
CC,25-01-01,20:50,5327,Gladiator II,Ashdod,R
YP,25-01-01,21:30,65987,Gladiator II,Rishon Letzion,R
YP,25-01-01,23:45,67764,Gladiator II,Beer Sheva,R
YP,25-01-01,18:20,72447,Gladiator II,Haifa,R
YP,25-01-01,16:30,68103,Gladiator II,Jerusalem,R
YP,25-01-01,22:10,57505,Here,Zichron Yaakov,R
CC,25-01-01,00:00,5376,Here Now,Rishon Letzion,R
CC,25-01-01,23:45,5376,Here Now,Jerusalem,R
YP,25-01-01,20:00,67825,Here Now,Beer Sheva,R
YP,25-01-01,21:20,72552,Here Now,Haifa,R
CC,25-01-01,00:00,5382,Heretic,Rishon Letzion,R
YP,25-01-01,22:10,65963,Heretic,Rishon Letzion,R
YP,25-01-01,00:00,66062,Heretic,Rishon Letzion,R
YP,25-01-01,00:30,65964,Heretic,Rishon Letzion,R
YP,25-01-01,21:00,72404,Heretic,Haifa,R
YP,25-01-01,23:00,72505,Heretic,Haifa,R
ML,25-01-01,22:20,80602,Hounds of War,Netanya,R
CC,25-01-01,00:10,5354,Hounds of War,Jerusalem,R
ML,25-01-01,21:00,61220,Kraven the Hunter,Carmiel,R
ML,25-01-01,20:40,80588,Kraven the Hunter,Netanya,R
HC,25-01-01,22:20,2869,Kraven the Hunter,Carmiel,R
HC,25-01-01,22:00,2869,Kraven the Hunter,Haifa,R
HC,25-01-01,21:50,2869,Kraven the Hunter,Kfar Saba,R
HC,25-01-01,22:00,2869,Kraven the Hunter,Petach Tikvah,R
HC,25-01-01,21:00,2869,Kraven the Hunter,Rehovot,R
CC,25-01-01,21:10,4806,Kraven the Hunter,Glilot,R
CC,25-01-01,20:20,4806,Kraven the Hunter,Rishon Letzion,R
CC,25-01-01,23:45,4806,Kraven the Hunter,Rishon Letzion,R
CC,25-01-01,22:20,4806,Kraven the Hunter,Jerusalem,R
CC,25-01-01,20:20,4806,Kraven the Hunter,Netanya,R
CC,25-01-01,23:40,4806,Kraven the Hunter,Netanya,R
CC,25-01-01,20:10,4806,Kraven the Hunter,Beer Sheva,R
CC,25-01-01,21:00,4806,Kraven the Hunter,Chadera,R
YP,25-01-01,20:15,65948,Kraven the Hunter,Rishon Letzion,R
YP,25-01-01,23:00,65949,Kraven the Hunter,Rishon Letzion,R
YP,25-01-01,19:35,46798,Kraven the Hunter,Ayalon,R
YP,25-01-01,22:20,46799,Kraven the Hunter,Ayalon,R
YP,25-01-01,23:30,46904,Kraven the Hunter,Ayalon,R
YP,25-01-01,19:30,67819,Kraven the Hunter,Beer Sheva,R
YP,25-01-01,00:30,67820,Kraven the Hunter,Beer Sheva,R
YP,25-01-01,19:45,72328,Kraven the Hunter,Haifa,R
YP,25-01-01,23:30,72848,Kraven the Hunter,Haifa,R
YP,25-01-01,00:10,72843,Kraven the Hunter,Haifa,R
YP,25-01-01,19:00,67656,Kraven the Hunter,Jerusalem,R
YP,25-01-01,21:30,67802,Kraven the Hunter,Jerusalem,R
YP,25-01-01,00:00,67803,Kraven the Hunter,Jerusalem,R
RH,25-01-01,19:15,21176,Kraven the Hunter,Kiryat Ono,R
YP,25-01-01,19:15,46422,Lee,Ayalon,R
YP,25-01-01,16:00,67804,Lee,Beer Sheva,R
YP,25-01-01,14:55,72612,Lee,Haifa,R
YP,25-01-01,18:30,72403,Lee,Haifa,R
RH,25-01-01,21:50,44070,Lee,Givataim,R
CC,25-01-01,20:00,5294,Matchmaking 2,Glilot,R
CC,25-01-01,22:30,5294,Matchmaking 2,Glilot,R
CC,25-01-01,20:15,5294,Matchmaking 2,Rishon Letzion,R
CC,25-01-01,21:30,5294,Matchmaking 2,Rishon Letzion,R
CC,25-01-01,19:50,5294,Matchmaking 2,Jerusalem,R
CC,25-01-01,21:45,5294,Matchmaking 2,Jerusalem,R
CC,25-01-01,00:30,5294,Matchmaking 2,Jerusalem,R
CC,25-01-01,22:00,5294,Matchmaking 2,Netanya,R
CC,25-01-01,21:10,5294,Matchmaking 2,Beer Sheva,R
CC,25-01-01,21:20,5294,Matchmaking 2,Chadera,R
CC,25-01-01,23:30,5294,Matchmaking 2,Chadera,R
CC,25-01-01,21:10,5294,Matchmaking 2,Ashdod,R
YP,25-01-01,15:40,72257,Matchmaking 2,Haifa,R
ML,25-01-01,14:20,61213,Moana 2,Carmiel,R
ML,25-01-01,20:05,61226,Moana 2,Carmiel,R
ML,25-01-01,22:10,61227,Moana 2,Carmiel,R
ML,25-01-01,20:15,57713,Moana 2,Haifa,R
ML,25-01-01,14:15,80582,Moana 2,Netanya,R
ML,25-01-01,16:35,80583,Moana 2,Netanya,R
ML,25-01-01,21:15,80589,Moana 2,Netanya,R
ML,25-01-01,18:50,1663,Moana 2,Glilot,UPGRADE
CC,25-01-01,13:45,5214,Moana 2,Glilot,R
CC,25-01-01,16:10,5214,Moana 2,Glilot,R
CC,25-01-01,18:30,5214,Moana 2,Glilot,R
CC,25-01-01,21:50,5214,Moana 2,Glilot,R
CC,25-01-01,14:00,5214,Moana 2,Rishon Letzion,R
CC,25-01-01,15:30,5214,Moana 2,Rishon Letzion,R
CC,25-01-01,16:30,5214,Moana 2,Rishon Letzion,R
CC,25-01-01,19:00,5214,Moana 2,Rishon Letzion,R
CC,25-01-01,20:30,5214,Moana 2,Rishon Letzion,R
CC,25-01-01,19:15,5214,Moana 2,Jerusalem,R
CC,25-01-01,17:00,5214,Moana 2,Kfar Saba,R
CC,25-01-01,14:00,5214,Moana 2,Kfar Saba,Prime
CC,25-01-01,19:00,5214,Moana 2,Kfar Saba,Prime
CC,25-01-01,21:30,5214,Moana 2,Kfar Saba,Prime
CC,25-01-01,16:40,5214,Moana 2,Netanya,Prime
CC,25-01-01,19:10,5214,Moana 2,Netanya,Prime
CC,25-01-01,19:30,5214,Moana 2,Beer Sheva,R
CC,25-01-01,21:20,5214,Moana 2,Beer Sheva,R
CC,25-01-01,18:00,5214,Moana 2,Chadera,R
CC,25-01-01,20:10,5214,Moana 2,Chadera,R
CC,25-01-01,14:00,5214,Moana 2,Ashdod,R
CC,25-01-01,20:10,5214,Moana 2,Ashdod,R
HC,25-01-01,13:10,2805,Moana 2,Carmiel,R
HC,25-01-01,15:20,2805,Moana 2,Carmiel,R
HC,25-01-01,17:30,2805,Moana 2,Carmiel,R
HC,25-01-01,19:40,2805,Moana 2,Carmiel,R
HC,25-01-01,12:30,2805,Moana 2,Kiryat Bialik,R
HC,25-01-01,15:15,2805,Moana 2,Kiryat Bialik,R
HC,25-01-01,19:50,2805,Moana 2,Kiryat Bialik,R
HC,25-01-01,22:00,2805,Moana 2,Kiryat Bialik,R
HC,25-01-01,15:20,2805,Moana 2,Haifa,R
HC,25-01-01,17:30,2805,Moana 2,Haifa,R
HC,25-01-01,21:00,2805,Moana 2,Haifa,R
HC,25-01-01,12:30,2805,Moana 2,Kfar Saba,R
HC,25-01-01,20:20,2805,Moana 2,Kfar Saba,R
HC,25-01-01,18:40,2805,Moana 2,Modiin,R
HC,25-01-01,22:20,2805,Moana 2,Modiin,R
HC,25-01-01,18:10,2805,Moana 2,Rehovot,R
YP,25-01-01,17:50,66022,Moana 2,Rishon Letzion,R
YP,25-01-01,20:00,65962,Moana 2,Rishon Letzion,R
YP,25-01-01,20:30,65996,Moana 2,Rishon Letzion,VIP
YP,25-01-01,13:30,46672,Moana 2,Ayalon,R
YP,25-01-01,20:15,46673,Moana 2,Ayalon,R
YP,25-01-01,19:30,67762,Moana 2,Beer Sheva,R
YP,25-01-01,21:40,67763,Moana 2,Beer Sheva,R
YP,25-01-01,19:20,57663,Moana 2,Zichron Yaakov,R
YP,25-01-01,13:10,72739,Moana 2,Haifa,R
YP,25-01-01,15:20,72740,Moana 2,Haifa,R
YP,25-01-01,21:15,72847,Moana 2,Haifa,R
YP,25-01-01,21:45,67885,Moana 2,Jerusalem,R
RH,25-01-01,19:30,44069,Moana 2,Givataim,R
RH,25-01-01,16:50,17122,Moana 2,Tel Aviv,R
LC,25-01-01,13:30,562926,Mufasa: The Lion King,Tel Aviv,R
LC,25-01-01,13:50,562716,Mufasa: The Lion King,Raanana,R
ML,25-01-01,16:30,61212,Mufasa: The Lion King,Carmiel,R
ML,25-01-01,19:00,61233,Mufasa: The Lion King,Carmiel,R
ML,25-01-01,19:10,61216,Mufasa: The Lion King,Carmiel,UPGRADE
ML,25-01-01,21:30,61234,Mufasa: The Lion King,Carmiel,R
ML,25-01-01,21:40,61217,Mufasa: The Lion King,Carmiel,UPGRADE
HC,25-01-01,21:50,2814,Mufasa: The Lion King,Carmiel,R
HC,25-01-01,21:10,2814,Mufasa: The Lion King,Nahariya,R
HC,25-01-01,15:25,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,18:00,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,20:10,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,20:50,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,21:40,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,22:45,2814,Mufasa: The Lion King,Kiryat Bialik,R
HC,25-01-01,11:50,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,14:30,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,17:10,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,19:45,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,20:40,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,22:20,2814,Mufasa: The Lion King,Haifa,R
HC,25-01-01,21:00,2814,Mufasa: The Lion King,Kfar Saba,R
HC,25-01-01,22:00,2814,Mufasa: The Lion King,Kfar Saba,R
HC,25-01-01,11:30,2814,Mufasa: The Lion King,Petach Tikvah,R
HC,25-01-01,14:00,2814,Mufasa: The Lion King,Petach Tikvah,R
HC,25-01-01,19:50,2814,Mufasa: The Lion King,Petach Tikvah,R
HC,25-01-01,21:00,2814,Mufasa: The Lion King,Petach Tikvah,R
HC,25-01-01,11:45,2814,Mufasa: The Lion King,Modiin,R
HC,25-01-01,14:15,2814,Mufasa: The Lion King,Modiin,R
HC,25-01-01,20:30,2814,Mufasa: The Lion King,Modiin,R
HC,25-01-01,18:20,2814,Mufasa: The Lion King,Rehovot,R
HC,25-01-01,20:50,2814,Mufasa: The Lion King,Rehovot,R
HC,25-01-01,21:40,2814,Mufasa: The Lion King,Rehovot,R
HC,25-01-01,20:15,2814,Mufasa: The Lion King,Ashdod,R
HC,25-01-01,11:30,2814,Mufasa: The Lion King,Ashkelon,R
HC,25-01-01,14:10,2814,Mufasa: The Lion King,Ashkelon,R
HC,25-01-01,16:45,2814,Mufasa: The Lion King,Ashkelon,R
HC,25-01-01,20:20,2814,Mufasa: The Lion King,Ashkelon,R
HC,25-01-01,21:30,2814,Mufasa: The Lion King,Ashkelon,R
ML,25-01-01,19:20,57707,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-01,20:00,57725,Mufasa: The Lion King,Haifa,R
ML,25-01-01,21:55,57708,Mufasa: The Lion King,Haifa,UPGRADE
ML,25-01-01,22:30,57726,Mufasa: The Lion King,Haifa,R
ML,25-01-01,14:10,80578,Mufasa: The Lion King,Netanya,R
ML,25-01-01,16:50,80579,Mufasa: The Lion King,Netanya,R
ML,25-01-01,19:10,80580,Mufasa: The Lion King,Netanya,UPGRADE
ML,25-01-01,19:35,80604,Mufasa: The Lion King,Netanya,R
ML,25-01-01,20:50,80603,Mufasa: The Lion King,Netanya,R
ML,25-01-01,21:20,80596,Mufasa: The Lion King,Netanya,UPGRADE
ML,25-01-01,21:00,1656,Mufasa: The Lion King,Glilot,UPGRADE
CC,25-01-01,16:40,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-01,18:30,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-01,19:20,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-01,20:30,5135,Mufasa: The Lion King,Glilot,R
CC,25-01-01,21:45,5135,Mufasa: The Lion King,Glilot,R
YP,25-01-01,13:30,66020,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,25-01-01,16:00,65950,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,25-01-01,18:30,65951,Mufasa: The Lion King,Rishon Letzion,IMAX 3D
YP,25-01-01,13:40,66029,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,16:10,66030,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,17:15,65959,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,18:40,66031,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,20:00,65960,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,22:30,66054,Mufasa: The Lion King,Rishon Letzion,R
YP,25-01-01,14:30,66036,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,17:00,66001,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,19:30,66002,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,21:30,66108,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,22:00,66003,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,00:00,66107,Mufasa: The Lion King,Rishon Letzion,VIP
YP,25-01-01,00:30,66004,Mufasa: The Lion King,Rishon Letzion,VIP
CC,25-01-01,21:45,5135,Mufasa: The Lion King,Glilot,4DX
YP,25-01-01,21:15,65992,Mufasa: The Lion King,Rishon Letzion,3D
YP,25-01-01,23:50,65993,Mufasa: The Lion King,Rishon Letzion,3D
CC,25-01-01,13:00,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,16:00,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,18:45,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,20:45,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,21:30,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,22:10,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,23:10,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,23:45,5135,Mufasa: The Lion King,Rishon Letzion,R
CC,25-01-01,14:00,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,16:40,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,17:30,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,19:20,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,20:15,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,22:20,5135,Mufasa: The Lion King,Jerusalem,R
CC,25-01-01,23:10,5135,Mufasa: The Lion King,Jerusalem,R
YP,25-01-01,13:50,46506,Mufasa: The Lion King,Ayalon,R
YP,25-01-01,16:20,46507,Mufasa: The Lion King,Ayalon,R
YP,25-01-01,18:50,46508,Mufasa: The Lion King,Ayalon,R
YP,25-01-01,21:15,46574,Mufasa: The Lion King,Ayalon,R
YP,25-01-01,23:50,46575,Mufasa: The Lion King,Ayalon,R
YP,25-01-01,18:00,46830,Mufasa: The Lion King,Ayalon,3D
YP,25-01-01,20:30,46831,Mufasa: The Lion King,Ayalon,3D
CC,25-01-01,13:00,5135,Mufasa: The Lion King,Kfar Saba,R
CC,25-01-01,16:00,5135,Mufasa: The Lion King,Kfar Saba,R
CC,25-01-01,18:50,5135,Mufasa: The Lion King,Kfar Saba,R
CC,25-01-01,21:40,5135,Mufasa: The Lion King,Kfar Saba,R
YP,25-01-01,12:00,67752,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,16:50,67754,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,19:20,67755,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,20:00,67797,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,21:15,67844,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,22:30,67798,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,23:45,67845,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,13:30,67847,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,25-01-01,16:00,67848,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,25-01-01,18:30,67849,Mufasa: The Lion King,Beer Sheva,IMAX 3D
YP,25-01-01,18:00,67828,Mufasa: The Lion King,Beer Sheva,3D
YP,25-01-01,20:30,67829,Mufasa: The Lion King,Beer Sheva,3D
YP,25-01-01,23:00,67830,Mufasa: The Lion King,Beer Sheva,3D
YP,25-01-01,20:00,67770,Mufasa: The Lion King,Beer Sheva,VIP
YP,25-01-01,22:30,67771,Mufasa: The Lion King,Beer Sheva,VIP
CC,25-01-01,19:30,5135,Mufasa: The Lion King,Netanya,R
CC,25-01-01,23:00,5135,Mufasa: The Lion King,Netanya,R
CC,25-01-01,23:20,5135,Mufasa: The Lion King,Netanya,R
CC,25-01-01,13:20,5135,Mufasa: The Lion King,Netanya,Prime
CC,25-01-01,16:00,5135,Mufasa: The Lion King,Netanya,Prime
CC,25-01-01,18:40,5135,Mufasa: The Lion King,Netanya,Prime
CC,25-01-01,21:10,5135,Mufasa: The Lion King,Netanya,Prime
CC,25-01-01,14:40,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-01,17:30,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-01,19:00,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-01,20:15,5135,Mufasa: The Lion King,Beer Sheva,R
CC,25-01-01,21:50,5135,Mufasa: The Lion King,Beer Sheva,R
YP,25-01-01,11:45,57622,Mufasa: The Lion King,Zichron Yaakov,3D
YP,25-01-01,14:20,57623,Mufasa: The Lion King,Zichron Yaakov,3D
YP,25-01-01,19:30,57368,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,25-01-01,22:00,57369,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,25-01-01,22:45,57340,Mufasa: The Lion King,Zichron Yaakov,VIP
YP,25-01-01,21:40,57719,Mufasa: The Lion King,Zichron Yaakov,R
YP,25-01-01,00:10,57720,Mufasa: The Lion King,Zichron Yaakov,R
YP,25-01-01,00:20,57738,Mufasa: The Lion King,Zichron Yaakov,R
CC,25-01-01,13:50,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,16:20,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,18:45,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,19:35,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,21:20,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,22:10,5135,Mufasa: The Lion King,Chadera,R
CC,25-01-01,23:50,5135,Mufasa: The Lion King,Chadera,R
YP,25-01-01,11:30,72838,Mufasa: The Lion King,Haifa,R
YP,25-01-01,12:00,72500,Mufasa: The Lion King,Haifa,R
YP,25-01-01,14:15,72839,Mufasa: The Lion King,Haifa,R
YP,25-01-01,16:45,72840,Mufasa: The Lion King,Haifa,R
YP,25-01-01,19:10,72841,Mufasa: The Lion King,Haifa,R
YP,25-01-01,20:30,72121,Mufasa: The Lion King,Haifa,R
YP,25-01-01,21:30,72668,Mufasa: The Lion King,Haifa,R
YP,25-01-01,23:00,72122,Mufasa: The Lion King,Haifa,R
YP,25-01-01,00:10,72669,Mufasa: The Lion King,Haifa,R
YP,25-01-01,17:00,72745,Mufasa: The Lion King,Haifa,VIP
YP,25-01-01,19:30,72746,Mufasa: The Lion King,Haifa,VIP
YP,25-01-01,21:10,72566,Mufasa: The Lion King,Haifa,VIP
