cinema,date,time,title,snif,type
MovieLand,20/10/2024,19:15,1 Million Followers,Carmiel,Regular
MovieLand,20/10/2024,19:25,1 Million Followers,Haifa,Regular
MovieLand,20/10/2024,19:40,1 Million Followers,Netanya,Regular
Cinema City,20/10/2024,00:30,1 Million Followers,Glilot,Regular
Cinema City,20/10/2024,21:30,1 Million Followers,Rishon Letzion,Regular
Cinema City,20/10/2024,00:00,1 Million Followers,Rishon Letzion,Regular
Cinema City,20/10/2024,22:30,1 Million Followers,Jerusalem,Regular
Cinema City,20/10/2024,21:50,1 Million Followers,Chadera,Regular
Cinema City,20/10/2024,22:15,1 Million Followers,Ashdod,Regular
Yes Planet,20/10/2024,15:45,1 Million Followers,Rishon Letzion,Regular
Yes Planet,20/10/2024,18:00,1 Million Followers,Rishon Letzion,Regular
Yes Planet,20/10/2024,20:10,1 Million Followers,Rishon Letzion,Regular
Yes Planet,20/10/2024,22:15,1 Million Followers,Rishon Letzion,Regular
Yes Planet,20/10/2024,00:20,1 Million Followers,Rishon Letzion,Regular
Yes Planet,20/10/2024,15:20,1 Million Followers,Ayalon,Regular
Yes Planet,20/10/2024,20:00,1 Million Followers,Ayalon,Regular
Yes Planet,20/10/2024,22:10,1 Million Followers,Ayalon,Regular
Yes Planet,20/10/2024,00:30,1 Million Followers,Ayalon,Regular
Yes Planet,20/10/2024,17:40,1 Million Followers,Beer Sheva,Regular
Yes Planet,20/10/2024,20:00,1 Million Followers,Beer Sheva,Regular
Yes Planet,20/10/2024,22:10,1 Million Followers,Beer Sheva,Regular
Yes Planet,20/10/2024,00:20,1 Million Followers,Beer Sheva,Regular
Yes Planet,20/10/2024,16:30,1 Million Followers,Zichron Yaakov,VIP
Yes Planet,20/10/2024,20:10,1 Million Followers,Zichron Yaakov,Regular
Yes Planet,20/10/2024,22:20,1 Million Followers,Zichron Yaakov,Regular
Yes Planet,20/10/2024,00:30,1 Million Followers,Zichron Yaakov,Regular
Yes Planet,20/10/2024,19:45,1 Million Followers,Haifa,Regular
Yes Planet,20/10/2024,22:00,1 Million Followers,Haifa,Regular
Yes Planet,20/10/2024,20:10,1 Million Followers,Jerusalem,Regular
Yes Planet,20/10/2024,22:20,1 Million Followers,Jerusalem,Regular
Rav Hen,20/10/2024,19:40,1 Million Followers,Givataim,Regular
Rav Hen,20/10/2024,13:00,1 Million Followers,Kiryat Ono,Regular
MovieLand,20/10/2024,19:15,10 Lives,Carmiel,Regular
MovieLand,20/10/2024,19:25,10 Lives,Haifa,Regular
MovieLand,20/10/2024,19:40,10 Lives,Netanya,Regular
Lev Cinema,20/10/2024,15:00,Adios Buenos Aires,Raanana,Regular
Lev Cinema,20/10/2024,15:10,Adios Buenos Aires,Tel Aviv,Regular
MovieLand,20/10/2024,19:15,Adios Buenos Aires,Carmiel,Regular
MovieLand,20/10/2024,19:25,Adios Buenos Aires,Haifa,Regular
MovieLand,20/10/2024,19:40,Adios Buenos Aires,Netanya,Regular
Cinema City,20/10/2024,20:00,Adios Buenos Aires,Glilot,Regular
Yes Planet,20/10/2024,13:15,Adios Buenos Aires,Rishon Letzion,Regular
Hot Cinema,20/10/2024,22:00,Bad Boys: Ride or Die,Haifa,Regular
