cinema,date,time,title,snif,type
Lev Cinema,13/10/2024,16:45,Adios Buenos Aires,Ramat Hasharon,Regular
Lev Cinema,13/10/2024,17:00,Adios Buenos Aires,Raanana,Regular
Cinema City,13/10/2024,21:20,Adios Buenos Aires,Jerusalem,Regular
Yes Planet,13/10/2024,18:00,Adios Buenos Aires,Rishon Letzion,Regular
Yes Planet,13/10/2024,20:00,Adios Buenos Aires,Rishon Letzion,Regular
Yes Planet,13/10/2024,19:40,Adios Buenos Aires,Tel Aviv,Regular
Yes Planet,13/10/2024,20:15,Adios Buenos Aires,Zichron Yaakov,Regular
Yes Planet,13/10/2024,22:10,Adios Buenos Aires,Haifa,Regular
Lev Cinema,13/10/2024,18:40,Anselm,Jerusalem,Regular
Lev Cinema,13/10/2024,19:15,Anselm,Tel Aviv,Regular
Cinema City,13/10/2024,23:15,Bad Boys: Ride or Die,Tel Aviv,Regular
Cinema City,13/10/2024,20:00,Bad Boys: Ride or Die,Rishon Letzion,Regular
Yes Planet,13/10/2024,22:00,Bad Boys: Ride or Die,Rishon Letzion,Regular
Yes Planet,13/10/2024,15:40,Bad Boys: Ride or Die,Tel Aviv,Regular
Yes Planet,13/10/2024,19:50,Bad Boys: Ride or Die,Beer Sheva,Regular
Yes Planet,13/10/2024,22:00,Bad Boys: Ride or Die,Haifa,Regular
Cinema City,13/10/2024,23:30,Bad Genius,Jerusalem,Regular
Yes Planet,13/10/2024,22:15,Bad Genius,Rishon Letzion,Regular
Yes Planet,13/10/2024,22:20,Bad Genius,Tel Aviv,Regular
Yes Planet,13/10/2024,22:30,Bad Genius,Zichron Yaakov,Regular
Yes Planet,13/10/2024,17:45,Bad Genius,Haifa,Regular
Yes Planet,13/10/2024,21:50,Bad Genius,Haifa,Regular
Cinema City,13/10/2024,16:50,Beetlejuice Beetlejuice,Tel Aviv,Regular
Cinema City,13/10/2024,19:15,Beetlejuice Beetlejuice,Tel Aviv,Regular
Cinema City,13/10/2024,16:40,Beetlejuice Beetlejuice,Rishon Letzion,Regular
Cinema City,13/10/2024,16:25,Beetlejuice Beetlejuice,Jerusalem,Regular
Cinema City,13/10/2024,16:00,Beetlejuice Beetlejuice,Kfar Saba,Regular
Cinema City,13/10/2024,16:00,Beetlejuice Beetlejuice,Netanya,Prime
Cinema City,13/10/2024,15:50,Beetlejuice Beetlejuice,Ashdod,Regular
Yes Planet,13/10/2024,22:00,Beetlejuice Beetlejuice,Rishon Letzion,Regular
Yes Planet,13/10/2024,17:10,Beetlejuice Beetlejuice,Beer Sheva,Regular
Yes Planet,13/10/2024,19:40,Beetlejuice Beetlejuice,Zichron Yaakov,Regular
Yes Planet,13/10/2024,17:20,Beetlejuice Beetlejuice,Haifa,Regular
Yes Planet,13/10/2024,19:30,Beetlejuice Beetlejuice,Haifa,Regular
Yes Planet,13/10/2024,22:10,Beetlejuice Beetlejuice,Jerusalem,Regular
Cinema City,13/10/2024,19:40,Blink Twice,Tel Aviv,Regular
Cinema City,13/10/2024,21:40,Blink Twice,Tel Aviv,Regular
Cinema City,13/10/2024,00:00,Blink Twice,Tel Aviv,Regular
Cinema City,13/10/2024,23:40,Blink Twice,Rishon Letzion,Regular
Cinema City,13/10/2024,00:00,Blink Twice,Jerusalem,Regular
Cinema City,13/10/2024,23:50,Blink Twice,Ashdod,Regular
Yes Planet,13/10/2024,22:10,Blink Twice,Beer Sheva,Regular
Yes Planet,13/10/2024,20:15,Blink Twice,Zichron Yaakov,Regular
Yes Planet,13/10/2024,22:20,Blink Twice,Haifa,Regular
Rav Hen,13/10/2024,19:30,Blink Twice,Givataim,Regular
Yes Planet,13/10/2024,21:45,Bonnard: Pierre & Marthe,Rishon Letzion,Regular
Yes Planet,13/10/2024,20:00,Bonnard: Pierre & Marthe,Tel Aviv,Regular
Yes Planet,13/10/2024,21:50,Bonnard: Pierre & Marthe,Beer Sheva,Regular
