showtime,english_title,hebrew_title,english_href,hebrew_href,screening_type,screening_tech,original_language,dub_language,date_of_showing,release_year,release_date,directed_by,runtime,rating,screening_city,cinema,run_id
,A Pale View of Hills,נוף גבעות חיוור,,,,,Japanese,,,2025,2026-01-29,,123,All,,Lev Cinema,156
,Jungle Beat 2 The Past,בקצב הג'ונגל 2,,,,,Hebrew,,,2026,2026-01-29,,91,All,,Lev Cinema,156
,Chikenharie II,ארנגול וחבורת גנבי הזמן – מדובב,,,,,Hebrew,,,2025,2026-01-29,,88,All,,Lev Cinema,156
,Of Dogs and Men,על כלבים ואנשים,,,,,Hebrew,,,2024,2026-01-29,,82,All,,Lev Cinema,156
,Melania,מלאניה,,,,,English,,,2026,2026-01-30,,104,All,,Lev Cinema,156
,DJ Ahmet,להזיז הרים,,,,,Macedonian,,,2025,2026-02-05,,99,,,Lev Cinema,156
,Alpha,אלפא,,,,,French,,,2025,2026-02-12,,128,14+,,Lev Cinema,156
,My Friend Eva,הכל אודות אווה,,,,,Spanish,,,2025,2026-02-19,,100,All,,Lev Cinema,156
,"Two Seasons, Two Strangers","שתי עונות, שני זרים",,,,,Japanese,,,2025,2026-02-19,,89,All,,Lev Cinema,156
,Queen Mom,המלכה האם,,,,,French,,,2025,2026-02-19,,94,All,,Lev Cinema,156
,The Soundman,רדיו בריסל,,,,,Dutch,,,2025,2026-02-26,,120,All,,Lev Cinema,156
,La Grazia,החסד,,,,,Italian,,,2025,2026-03-05,,133,,,Lev Cinema,156
,Colours of Time,צבעי הזמן,,,,,French,,,2025,2026-04-02,,124,,,Lev Cinema,156
,Three Men and Vilma,"שלג, גברים וצרות אחרות",,,,,Norwegian,,,2025,2026-04-02,,92,All,,Lev Cinema,156
