showtime,english_title,hebrew_title,english_href,hebrew_href,screening_type,screening_tech,original_language,dub_language,date_of_showing,release_year,release_date,directed_by,runtime,rating,screening_city,cinema,run_id
,Spider-Man: Brand new day,ספיידרמן: יום חדש,,,,,,,,2026,2026-07-29,,145,,,Hot Cinema,576
,סרט כחול לבן,סרט כחול לבן,,,,,,,,2026,2026-07-30,,86,14+,,Hot Cinema,576
,Edward Scissorhands,המספריים של אדוארד,,,,,,,,1990,2026-07-30,,105,All,,Hot Cinema,576
,Motor City,מוטור סיטי,,,,,,,,2025,2026-07-30,,103,16+,,Hot Cinema,576
,I Want Your Sex,בוסית בהפרעה,,,,,,,,2026,2026-07-30,,90,16+,,Hot Cinema,576
,שעת סיפור: כספיון,שעת סיפור: כספיון,,,,,,,,,2026-08-01,,60,All,,Hot Cinema,576
,הכל אני יכול בחופש הגדול - ההצגה,הכל אני יכול בחופש הגדול - ההצגה,,,,,,,,,2026-08-01,,60,All,,Hot Cinema,576
,המדע של המוזיקה והאהבה – ירמי קפלן ודר' ליאת יקיר,המדע של המוזיקה והאהבה – ירמי קפלן ודר' ליאת יקיר,,,,,,,,,2026-08-04,,75,,,Hot Cinema,576
,מיטל ונעלי הפלא,מיטל ונעלי הפלא,,,,,,,,,2026-08-05,,70,,,Hot Cinema,576
,Valley of Shadows,בחזרה מההימלאיה,,,,,,,,2024,2026-08-06,,120,,,Hot Cinema,576
,Ice Cream Man,איש הגלידה,,,,,,,,2026,2026-08-06,,86,,,Hot Cinema,576
,ווינר מיוזיק -דרייב אין קריון,ווינר מיוזיק -דרייב אין קריון,,,,,,,,,2026-08-06,,85,,,Hot Cinema,576
,"Damned if you do, damned if you don’t",המשפחה האיטלקית שלי,,,,,,,,2025,2026-08-06,,97,All,,Hot Cinema,576
,גבעה 338,גבעה 338,,,,,,,,2026,2026-08-06,,106,הגבלת גיל: הותר מגיל 9,,Hot Cinema,576
,The Croods,הקרודים מדובב לערבית عائلة كرود مدبلج للعربية,,,,,,,,2013,2026-08-06,,98,הגבלת גיל: עד גיל 8 בליווי מבוגר,,Hot Cinema,576
,Turbo,טורבו מדובב לערבית توربو مدبلج للعربية,,,,,,,,2013,2026-08-06,,96,All,,Hot Cinema,576
,Grease,גריז,,,,,,,,1978,2026-08-10,,110,14+,,Hot Cinema,576
,חגיגות 10 שנים יחד עם מאפין,חגיגות 10 שנים יחד עם מאפין,,,,,,,,,2026-08-10,,120,,,Hot Cinema,576
,End of Oak street,סוף רחוב האלון,,,,,,,,2026,2026-08-13,,110,,,Hot Cinema,576
,Superman - 1978,סופרמן 1978,,,,,,,,1978,2026-08-13,,143,,,Hot Cinema,576
,הטברנס – חפלה ים תיכונית!,הטברנס – חפלה ים תיכונית!,,,,,,,,,2026-08-13,,80,,,Hot Cinema,576
,My One and Only,האחד והיחיד שלי,,,,,,,,2026,2026-08-13,,117,,,Hot Cinema,576
,Bitter Christmas,חג מולד מר,,,,,,,,2026,2026-08-13,,112,All,,Hot Cinema,576
,FUZE,פיוז,,,,,,,,2026,2026-08-13,,98,,,Hot Cinema,576
